result,total_moves,opening,winner,white_skill,black_skill,white_castled,black_castled,white_sacrifices,black_sacrifices,w_knight_to_bishop,b_knight_to_bishop,white_piece_activity,black_piece_activity,eval_after_move_15
1-0,33,Queen's Pawn Opening,white,11,11,False,False,38,6,1.25,1.4545454545454546,35.86153846153846,24.46153846153846,3.43
1-0,139,Benko's Opening,white,11,11,True,True,22,14,0.17647058823529413,0.21739130434782608,30.24187725631769,27.57039711191336,0.8
1-0,63,King' s Pawn Opening,white,14,14,True,False,26,4,0.7647058823529412,1.1063829787234043,34.168,23.904,0.57
0-1,56,King' s Pawn Opening,black,18,18,False,False,24,12,0.5641025641025642,1.2380952380952381,28.563636363636363,31.236363636363638,-0.93
1-0,98,Dunst Opening,white,18,18,False,True,24,30,1.411764705882353,1.0270270270270272,28.856410256410257,23.57948717948718,-1.8
0-1,73,Dunst Opening,black,7,7,False,True,24,12,0.711111111111111,1.2777777777777777,24.458333333333332,35.388888888888886,-1.12
1-0,58,Reti Opening,white,17,17,True,True,12,18,0.603448275862069,0.6206896551724138,35.82608695652174,32.21739130434783,0.57
0-1,30,Larsen's Opening,black,16,16,False,True,20,2,0.5714285714285714,0.9032258064516128,35.689655172413794,34.48275862068966,0.48
0-1,51,Closed Sicilian,black,10,10,True,False,2,16,1.888888888888889,1.1764705882352942,30.59,31.35,0.4
0-1,68,Reti Opening,black,20,20,False,False,26,4,0.5405405405405406,4.2,25.649253731343283,26.992537313432837,0.16
0-1,112,King' s Pawn Opening,black,18,18,True,True,22,16,1.3823529411764703,0.8648648648648649,28.184684684684683,33.58108108108108,0.64
1-0,63,Bird's Opening,white,12,12,False,True,38,8,0.2777777777777778,0.42424242424242425,31.6,23.344,1.16
1/2-1/2,85,English Opening,draw,14,14,True,True,38,26,0.8,2.9411764705882355,28.333333333333332,30.517857142857142,-0.42
1-0,40,Dunst Opening,white,20,20,True,True,8,14,1.3684210526315788,0.40625,36.34177215189873,31.936708860759495,0.83
1-0,53,Reti Opening,white,10,10,False,False,12,6,1.2105263157894737,0.7826086956521738,34.87619047619047,30.295238095238094,0.42
0-1,44,Benko's Opening,black,13,13,True,True,16,30,0.6086956521739131,0.76,30.337209302325583,35.63953488372093,-0.78
0-1,69,Dunst Opening,black,5,5,True,True,16,28,0.5483870967741935,0.8983050847457628,31.573529411764707,37.52205882352941,-0.53
0-1,41,Queen's Pawn Opening,black,15,15,False,True,16,8,1.0416666666666667,0.46341463414634143,32.2875,33.9125,0.12
1-0,36,English Opening,white,17,17,True,True,18,22,0.925925925925926,1.1666666666666667,35.33802816901409,33.83098591549296,0.36
1-0,56,English Opening,white,11,11,True,True,16,26,0.25531914893617025,0.9166666666666666,34.98198198198198,31.92792792792793,0.46
0-1,47,Queen's Pawn Opening,black,19,19,True,True,16,12,0.84,0.7446808510638299,30.57608695652174,36.05434782608695,0.0
0-1,47,English Opening,black,11,11,True,True,6,12,0.8260869565217391,2.666666666666667,31.72826086956522,32.27173913043478,0.31
1-0,79,Benko's Opening,white,7,7,True,False,16,10,0.5657894736842106,0.8095238095238094,34.35668789808917,22.191082802547772,0.0
1-0,47,"English, Symmetrical Variation",white,20,20,True,True,12,0,0.8518518518518519,1.1739130434782608,32.75268817204301,28.107526881720432,1.18
1-0,63,Benko's Opening,white,15,15,True,False,22,10,0.890909090909091,0.8717948717948718,31.824,25.744,-0.08
0-1,77,Larsen's Opening,black,12,12,True,False,12,20,0.35593220338983045,0.3571428571428571,26.63157894736842,31.44736842105263,0.44
1-0,43,Dunst Opening,white,8,8,True,False,28,4,0.525,1.162162162162162,37.129411764705885,25.988235294117647,-2.23
0-1,41,Larsen's Opening,black,5,5,True,False,2,2,2.8333333333333335,0.7575757575757576,27.1375,31.5875,-2.86
0-1,57,Bird's Opening,black,9,9,True,False,18,30,0.9117647058823529,0.8780487804878048,25.589285714285715,35.0,-0.68
0-1,57,Benko's Opening,black,5,5,True,False,10,38,1.6250000000000002,0.6363636363636364,30.428571428571427,36.794642857142854,-0.26
0-1,66,English Opening,black,9,9,False,True,16,18,1.0983606557377048,0.4318181818181818,33.36923076923077,36.76923076923077,0.73
1-0,99,Alekhine's Defense,white,15,15,False,False,28,2,0.9811320754716981,0.8939393939393939,29.243654822335024,23.076142131979694,0.22
0-1,58,Dunst Opening,black,6,6,False,True,8,20,0.41860465116279066,0.793103448275862,28.280701754385966,33.68421052631579,-3.13
0-1,45,Benko's Opening,black,14,14,True,True,18,12,0.9555555555555556,0.5,33.17045454545455,37.36363636363637,0.37
1/2-1/2,142,Nimzo-Larsen Attack,draw,6,6,True,True,32,22,0.5,0.18867924528301888,31.93262411347518,21.70212765957447,0.12
1-0,63,Larsen's Opening,white,14,14,True,True,44,10,1.3448275862068966,1.896551724137931,35.384,28.592,-1.07
0-1,56,King' s Pawn Opening,black,11,11,True,True,10,22,0.7804878048780488,0.8679245283018867,37.36363636363637,38.027272727272724,1.32
0-1,61,Benko's Opening,black,7,7,True,True,20,46,0.40579710144927533,0.25,29.258333333333333,39.24166666666667,0.12
1-0,66,Larsen's Opening,white,10,10,True,True,20,14,0.32857142857142857,0.4,34.80916030534351,29.84732824427481,-1.1
0-1,32,Queen's Pawn Opening,black,5,5,True,True,10,10,0.6666666666666666,1.888888888888889,31.70967741935484,33.096774193548384,0.19
1/2-1/2,129,Benko's Opening,draw,17,17,False,True,26,22,2.647058823529412,0.2916666666666667,28.96484375,19.359375,-1.41
1-0,76,Bird's Opening,white,14,14,False,False,12,8,0.647887323943662,0.3333333333333333,30.072847682119207,25.218543046357617,0.07
1-0,47,Bird's Opening,white,9,9,True,True,8,18,0.7941176470588236,1.069767441860465,35.86021505376344,31.967741935483872,0.36
0-1,98,Bird's Opening,black,16,16,True,True,26,32,0.4444444444444444,0.4742268041237114,20.170103092783506,26.664948453608247,-0.37
0-1,39,Queen's Pawn Opening,black,18,18,True,True,18,14,3.75,1.0,32.69736842105263,34.48684210526316,0.65
0-1,81,Queen's Pawn Opening,black,14,14,True,False,10,36,0.7857142857142858,1.1692307692307693,26.58125,33.00625,0.57
0-1,44,Sicilian Defense,black,11,11,True,True,10,20,1.4375,0.6052631578947368,30.313953488372093,37.91860465116279,-0.34
1-0,44,Reti Opening,white,16,16,True,True,28,4,1.3529411764705883,0.611111111111111,34.81609195402299,29.080459770114942,0.01
1-0,83,Dunst Opening,white,6,6,True,True,24,8,2.0714285714285716,0.8703703703703703,28.387878787878787,25.703030303030303,0.49
0-1,86,Alekhine's Defense,black,17,17,True,False,12,20,0.3835616438356164,0.4142857142857143,25.25294117647059,33.194117647058825,0.73
0-1,76,Benko's Opening,black,13,13,True,True,20,24,1.3076923076923077,1.0,26.68,31.446666666666665,0.95
1/2-1/2,57,Dunst Opening,draw,20,20,True,True,28,14,4.846153846153846,0.9130434782608696,30.734513274336283,32.93805309734513,-0.36
0-1,30,Dunst Opening,black,5,5,True,False,2,8,0.30303030303030304,0.6785714285714286,35.775862068965516,34.89655172413793,0.86
0-1,37,King' s Pawn Opening,black,16,16,True,True,12,20,1.6875,1.8666666666666667,36.166666666666664,31.27777777777778,2.02
1-0,49,Dunst Opening,white,18,18,True,True,42,18,0.826923076923077,1.2647058823529411,38.06185567010309,33.23711340206186,-1.05
0-1,41,Reti Opening,black,8,8,True,True,30,6,1.6666666666666667,0.6451612903225806,33.875,35.475,-1.0
0-1,95,Reti Opening,black,11,11,True,True,26,28,1.375,0.7272727272727273,23.0531914893617,24.5531914893617,-0.1
0-1,40,Queen's Pawn Opening,black,15,15,True,True,16,22,0.8974358974358975,0.6829268292682926,28.884615384615383,38.14102564102564,-1.54
1-0,64,Dunst Opening,white,10,10,False,False,10,30,2.666666666666667,0.6190476190476191,28.070866141732285,26.866141732283463,2.12
1-0,50,Queen's Pawn Opening,white,7,7,True,False,42,6,1.3870967741935483,1.0416666666666665,37.41414141414141,23.232323232323232,1.03
1/2-1/2,184,King' s Pawn Opening,draw,15,15,True,True,10,26,0.7857142857142857,1.1875,19.29700272479564,21.37874659400545,0.06
1-0,38,Benko's Opening,white,6,6,True,True,8,2,0.5652173913043478,1.2195121951219512,37.2,35.946666666666665,-0.3
1-0,51,Benko's Opening,white,5,5,True,True,34,12,1.4074074074074074,0.48,31.92079207920792,32.91089108910891,0.85
1-0,71,Dunst Opening,white,10,10,False,True,12,22,1.2941176470588236,1.1428571428571428,33.04255319148936,25.921985815602838,1.4
1-0,42,Benko's Opening,white,17,17,True,True,34,26,0.6538461538461537,1.1515151515151516,34.9277108433735,36.83132530120482,-0.39
0-1,35,Dunst Opening,black,13,13,True,True,6,0,0.7272727272727273,0.5652173913043478,35.220588235294116,36.01470588235294,-0.54
1-0,44,Bird's Opening,white,14,14,True,True,12,16,0.9285714285714286,0.611111111111111,33.264367816091955,26.04597701149425,-0.01
0-1,96,King' s Pawn Opening,black,18,18,True,True,30,16,2.09375,0.7222222222222222,24.021052631578947,30.83157894736842,0.3
0-1,40,King's Gambit,black,5,5,True,True,12,10,0.6,2.1904761904761902,30.435897435897434,32.05128205128205,-0.01
1-0,118,Bird's Opening,white,5,5,False,True,16,16,0.08860759493670886,0.8181818181818182,31.506382978723405,24.208510638297874,-0.07
1-0,53,Open Sicilian,white,10,10,False,True,14,6,0.5,1.53125,36.01904761904762,30.447619047619046,0.35
0-1,32,Larsen's Opening,black,12,12,True,False,0,22,1.5,0.6190476190476191,32.516129032258064,36.96774193548387,-0.46
1-0,40,Dunst Opening,white,8,8,True,False,22,12,1.1785714285714288,3.8000000000000003,33.65822784810127,28.88607594936709,3.06
0-1,38,Larsen's Opening,black,14,14,False,False,2,4,1.923076923076923,1.64,33.067567567567565,31.14864864864865,0.49
0-1,72,Benko's Opening,black,18,18,True,True,16,22,1.4,0.4461538461538461,22.218309859154928,35.38732394366197,-0.22
0-1,90,Larsen's Opening,black,7,7,False,False,8,28,1.0857142857142856,0.2763157894736842,17.292134831460675,33.657303370786515,-1.51
1-0,88,Benko's Opening,white,12,12,True,True,20,14,0.3448275862068965,2.7142857142857144,30.462857142857143,22.782857142857143,-0.07
0-1,57,English Opening,black,8,8,True,True,6,26,0.7,2.5789473684210527,27.053571428571427,31.589285714285715,0.44
0-1,47,"English, Agincourt Defense",black,17,17,True,True,28,30,0.65,1.6451612903225807,33.630434782608695,32.71739130434783,0.75
1-0,74,King' s Pawn Opening,white,8,8,True,True,10,20,0.33333333333333337,0.20370370370370372,30.306122448979593,24.170068027210885,3.3
0-1,51,King' s Pawn Opening,black,20,20,True,False,16,24,1.1714285714285715,1.2352941176470589,33.68,34.34,2.18
1-0,44,English Opening,white,9,9,True,True,18,8,1.5,1.0526315789473686,34.04597701149425,30.022988505747126,-0.15
1-0,52,English Opening,white,12,12,True,True,36,20,0.8,0.74,39.0,33.980582524271846,-0.39
1-0,88,Benko's Opening,white,6,6,True,True,22,14,0.2619047619047619,1.3877551020408163,31.057142857142857,23.737142857142857,0.21
1/2-1/2,104,Larsen's Opening,draw,18,18,True,True,20,18,0.9107142857142856,0.2912621359223301,26.563106796116504,30.645631067961165,-2.28
0-1,87,King' s Pawn Opening,black,6,6,False,True,10,30,1.105263157894737,0.4848484848484848,25.21511627906977,35.50581395348837,-0.84
0-1,101,Bird's Opening,black,8,8,True,True,28,22,1.3870967741935483,0.2711864406779661,27.24,31.35,0.67
1-0,42,Larsen's Opening,white,16,16,True,True,2,14,1.0,1.0,37.24096385542169,36.2289156626506,0.54
1-0,39,Reti Opening,white,11,11,True,True,22,10,0.7317073170731707,0.5853658536585367,35.84415584415584,31.415584415584416,1.32
1-0,67,Bird's Opening,white,12,12,False,True,12,6,0.6444444444444445,0.7656249999999999,34.34586466165413,24.345864661654137,1.76
1-0,62,Larsen's Opening,white,14,14,True,True,32,10,0.6428571428571428,3.2727272727272725,29.16260162601626,25.073170731707318,0.13
0-1,133,"Reti, King's Indian Attack",black,5,5,True,False,26,34,0.5531914893617021,2.0,25.803030303030305,31.166666666666668,0.25
1-0,40,Larsen's Opening,white,7,7,True,True,12,8,1.0238095238095237,0.9767441860465117,35.392405063291136,34.78481012658228,-0.73
1-0,63,"English, Agincourt Defense",white,12,12,True,True,24,18,2.9444444444444446,2.0,33.776,30.192,0.89
1-0,54,Alekhine's Defense,white,12,12,True,True,32,26,0.4406779661016949,0.6486486486486487,37.45794392523364,29.869158878504674,1.36
0-1,59,Larsen's Opening,black,10,10,False,False,4,38,0.9024390243902438,2.888888888888889,33.025862068965516,33.75,-0.28
1-0,37,"English, Symmetrical Variation",white,7,7,True,True,26,0,0.9729729729729729,1.0909090909090908,36.6986301369863,32.61643835616438,0.18
0-1,71,English Opening,black,19,19,True,True,10,14,0.7903225806451614,0.6969696969696969,33.635714285714286,36.34285714285714,0.37
0-1,46,Larsen's Opening,black,12,12,True,True,6,28,2.625,0.441860465116279,29.666666666666668,35.56666666666667,-1.6
0-1,73,King' s Pawn Opening,black,20,20,True,True,14,18,1.0833333333333333,2.0,27.194444444444443,31.45138888888889,0.41
1-0,84,English Opening,white,8,8,True,True,24,18,0.2857142857142857,0.35000000000000003,30.622754491017965,22.97005988023952,2.28
1-0,56,Reti Opening,white,8,8,True,True,24,16,0.4545454545454546,0.6666666666666667,38.252252252252255,29.37837837837838,0.88
1-0,51,Bird's Opening,white,16,16,True,True,10,16,0.489795918367347,2.344827586206897,34.07920792079208,34.772277227722775,-0.83
0-1,58,Bird's Opening,black,13,13,True,False,8,18,0.8780487804878048,1.1904761904761905,26.37719298245614,34.833333333333336,-2.66
1-0,128,English Opening,white,16,16,False,True,14,20,4.0,1.5833333333333335,26.627450980392158,21.933333333333334,-0.15
0-1,55,Bird's Opening,black,8,8,True,True,28,14,0.7352941176470588,1.1379310344827585,34.4537037037037,35.851851851851855,0.07
0-1,205,Queen's Pawn Opening,black,10,10,True,True,16,16,0.2391304347826087,6.666666666666666,16.727941176470587,21.958333333333332,1.85
1-0,75,Queen's Pawn Opening,white,19,19,True,True,22,26,1.0625,0.5081967213114754,28.697986577181208,26.496644295302012,0.02
1-0,47,Queen's Pawn Opening,white,6,6,False,False,12,0,0.9166666666666665,1.0606060606060608,34.774193548387096,29.946236559139784,0.44
1-0,39,Benko's Opening,white,13,13,True,False,10,4,0.8620689655172413,0.39473684210526316,35.05194805194805,34.506493506493506,-0.37
0-1,56,King' s Pawn Opening,black,14,14,True,True,2,10,1.517241379310345,1.9310344827586208,27.5,33.03636363636364,-0.25
0-1,39,English Opening,black,13,13,True,False,4,12,0.7391304347826088,2.105263157894737,33.473684210526315,38.18421052631579,-1.06
1-0,47,Dunst Opening,white,16,16,False,False,34,22,2.1333333333333333,0.9459459459459459,33.83870967741935,31.827956989247312,-0.43
0-1,69,Reti Opening,black,9,9,False,False,6,20,0.44444444444444436,1.0999999999999999,24.426470588235293,27.71323529411765,-0.18
0-1,46,King' s Pawn Opening,black,15,15,False,True,14,16,2.263157894736842,0.5882352941176471,32.41111111111111,30.711111111111112,0.39
1-0,83,Benko's Opening,white,11,11,True,True,36,8,0.6111111111111112,0.9032258064516129,34.624242424242425,23.939393939393938,-0.35
0-1,21,Indian Defense,black,13,13,True,True,12,6,1.3571428571428572,0.39285714285714285,33.775,33.475,1.84
1-0,106,Queen's Pawn Game,white,11,11,True,True,28,14,4.416666666666667,7.375,30.696682464454977,26.72037914691943,0.53
0-1,66,Benko's Opening,black,18,18,False,True,18,24,0.5384615384615384,1.4864864864864864,31.953846153846154,33.246153846153845,0.51
1-0,112,Benko's Opening,white,8,8,True,True,32,6,1.588235294117647,0.3655913978494624,25.515695067264573,23.533632286995516,-0.56
1-0,57,Reti Opening,white,7,7,True,True,30,20,0.5686274509803922,1.2000000000000002,36.75221238938053,33.469026548672566,0.01
1-0,48,Sicilian Defense,white,16,16,True,True,40,0,0.5625,0.5909090909090909,38.97894736842105,35.084210526315786,-0.68
1-0,62,English Opening,white,10,10,True,True,6,22,1.2368421052631577,0.39999999999999997,37.08130081300813,33.292682926829265,2.03
1-0,56,"English, Symmetrical Variation",white,6,6,True,True,24,6,1.6444444444444444,1.0476190476190477,34.252252252252255,30.26126126126126,0.81
0-1,47,Dunst Opening,black,13,13,True,True,6,12,0.6744186046511627,1.7083333333333333,27.880434782608695,34.33695652173913,-0.37
1/2-1/2,71,Dunst Opening,draw,14,14,True,True,22,28,3.666666666666667,0.2333333333333333,26.900709219858157,29.390070921985817,-0.48
1-0,55,Larsen's Opening,white,13,13,False,False,36,46,0.8571428571428572,0.9268292682926829,35.73394495412844,31.541284403669724,0.58
0-1,41,English Opening,black,16,16,True,True,10,18,1.1428571428571428,0.803921568627451,37.325,36.55,-0.07
0-1,68,"English, Mikenas-Carls Variation",black,16,16,True,True,24,18,0.9090909090909091,0.6140350877192983,30.20149253731343,32.134328358208954,0.46
0-1,81,Bird's Opening,black,13,13,False,False,14,22,0.411764705882353,1.4,23.08125,28.74375,0.01
1/2-1/2,72,Bird's Opening,draw,5,5,False,False,14,18,0.308641975308642,1.2982456140350878,34.08391608391609,33.27972027972028,-1.83
0-1,84,Bird's Opening,black,20,20,True,True,24,30,1.8666666666666667,1.6250000000000002,24.99397590361446,30.265060240963855,-0.16
1/2-1/2,171,Benko's Opening,draw,7,7,True,True,56,22,1.7959183673469385,0.3586956521739131,28.41764705882353,20.238235294117647,-0.42
0-1,50,Queen's Pawn Opening,black,18,18,True,True,24,2,1.4444444444444444,2.55,37.683673469387756,34.46938775510204,0.05
0-1,66,"French, Two Knights Variation",black,13,13,True,False,10,24,1.0652173913043477,0.8888888888888888,33.80769230769231,34.676923076923075,0.74
0-1,76,Reti Opening,black,17,17,True,True,16,36,0.6949152542372882,0.4714285714285715,26.633333333333333,31.69333333333333,0.44
0-1,63,Queen's Pawn Opening,black,10,10,True,False,10,10,1.1666666666666667,1.0151515151515151,26.556451612903224,32.145161290322584,-2.03
0-1,78,Benko's Opening,black,13,13,True,True,18,14,0.2653061224489796,1.2586206896551724,35.175324675324674,32.253246753246756,0.67
1-0,63,Dunst Opening,white,18,18,True,True,42,2,3.260869565217391,0.6521739130434782,36.344,23.944,-0.38
0-1,91,Dunst Opening,black,10,10,True,False,0,18,2.434782608695652,0.19736842105263158,22.066666666666666,28.58888888888889,-0.53
0-1,41,English Opening,black,13,13,True,False,8,14,2.25,1.4333333333333333,28.5625,31.8125,0.98
0-1,71,Benko's Opening,black,19,19,False,True,26,36,0.8409090909090909,0.5925925925925926,24.62857142857143,31.535714285714285,-1.83
1-0,47,Queen's Pawn Opening,white,9,9,True,False,10,4,0.6612903225806451,0.6721311475409836,39.39784946236559,35.46236559139785,-0.25
0-1,48,King' s Pawn Opening,black,6,6,True,True,34,8,0.7222222222222222,2.4166666666666665,36.07446808510638,35.12765957446808,0.83
0-1,75,Bird's Opening,black,12,12,True,False,8,26,0.6811594202898551,0.7941176470588235,30.277027027027028,34.108108108108105,0.64
1/2-1/2,99,Bird's Opening,draw,9,9,True,False,8,12,0.875,1.2096774193548387,25.107142857142858,25.306122448979593,0.22
0-1,24,Dunst Opening,black,18,18,True,True,0,4,1.391304347826087,0.71875,34.93478260869565,36.17391304347826,-1.27
0-1,59,Queen's Pawn Opening,black,12,12,False,True,16,20,2.0555555555555554,1.0,28.836206896551722,34.5948275862069,0.46
1-0,27,Queen's Pawn Opening,white,7,7,False,False,14,0,1.125,0.8148148148148149,35.37735849056604,32.867924528301884,0.92
1-0,51,Bird's Opening,white,7,7,True,True,14,22,0.92,2.3684210526315788,30.77227722772277,30.297029702970296,0.39
0-1,54,Caro-Kann Defense,black,8,8,True,False,2,4,1.3928571428571428,0.7999999999999999,28.27358490566038,35.405660377358494,1.0
1-0,64,Bird's Opening,white,6,6,False,False,14,8,0.38636363636363635,1.3703703703703702,29.771653543307085,23.26771653543307,-1.42
0-1,126,Bird's Opening,black,15,15,False,False,16,36,0.5161290322580645,0.28409090909090906,17.344,27.944,-0.99
0-1,39,Bird's Opening,black,16,16,True,False,4,16,0.657142857142857,1.0882352941176472,31.55263157894737,35.73684210526316,0.34
1-0,66,Reti Opening,white,7,7,True,True,38,8,0.8235294117647058,0.33333333333333337,36.87786259541985,30.80916030534351,-0.28
0-1,62,English Opening,black,7,7,False,False,14,24,0.9310344827586208,0.8448275862068966,26.672131147540984,34.22950819672131,-0.79
0-1,49,"English, Symmetrical Variation",black,13,13,True,True,8,18,0.9767441860465116,0.8333333333333334,28.270833333333332,35.489583333333336,-0.83
1/2-1/2,54,Reti Opening,draw,20,20,True,True,14,16,0.26666666666666666,0.3529411764705882,34.504672897196265,32.39252336448598,0.49
0-1,47,Bird's Opening,black,17,17,False,False,22,16,0.5128205128205128,1.9444444444444444,24.108695652173914,27.73913043478261,-0.83
0-1,75,Benko's Opening,black,14,14,True,True,12,26,0.30303030303030304,0.5614035087719299,25.256756756756758,34.939189189189186,-0.34
0-1,51,Dunst Opening,black,17,17,True,True,6,30,1.6176470588235294,1.4285714285714286,26.87,34.75,-3.11
1-0,22,Benko's Opening,white,10,10,True,False,0,0,1.0,1.0,34.72093023255814,34.95348837209303,-0.55
0-1,68,Benko's Opening,black,10,10,True,False,6,20,0.6829268292682927,1.1333333333333333,24.96268656716418,31.313432835820894,0.47
0-1,38,Bird's Opening,black,16,16,True,True,14,38,0.717948717948718,0.56,36.189189189189186,35.24324324324324,0.3
0-1,48,King' s Pawn Opening,black,7,7,True,True,4,10,0.9454545454545454,0.8214285714285714,37.287234042553195,34.829787234042556,-0.23
0-1,76,Bird's Opening,black,7,7,True,True,34,44,0.48648648648648646,1.5789473684210527,30.16,33.593333333333334,-0.34
0-1,72,Larsen's Opening,black,10,10,True,True,20,14,0.7083333333333334,1.4634146341463414,23.964788732394368,34.471830985915496,-2.96
0-1,117,English Opening,black,19,19,True,True,24,18,1.2941176470588236,2.5454545454545454,22.323275862068964,29.094827586206897,0.27
0-1,56,Bird's Opening,black,14,14,True,True,30,2,0.9705882352941176,0.3684210526315789,32.627272727272725,33.56363636363636,-0.64
1-0,50,Reti Opening,white,20,20,True,True,46,4,0.8571428571428571,2.357142857142857,35.464646464646464,23.484848484848484,1.01
0-1,75,Bird's Opening,black,15,15,True,True,20,14,1.119047619047619,0.8780487804878049,23.594594594594593,30.20945945945946,-1.02
0-1,36,Bird's Opening,black,15,15,False,True,4,18,0.7222222222222222,1.6363636363636365,30.985714285714284,34.4,-0.36
0-1,32,Queen's Pawn Opening,black,9,9,False,False,4,10,0.4634146341463415,0.7857142857142858,34.82258064516129,34.03225806451613,0.39
0-1,68,"English, Symmetrical Variation",black,12,12,True,False,24,40,1.7777777777777777,0.6140350877192983,28.917910447761194,33.8134328358209,0.2
0-1,50,English Opening,black,14,14,True,True,12,24,0.372093023255814,0.8108108108108109,25.418367346938776,33.683673469387756,-0.07
1-0,58,Larsen's Opening,white,13,13,True,True,22,8,2.125,1.84375,35.721739130434784,29.530434782608694,0.2
1-0,60,King' s Pawn Opening,white,6,6,True,True,44,14,1.7307692307692306,0.53125,35.445378151260506,24.277310924369747,-0.19
1-0,57,Larsen's Opening,white,19,19,True,True,22,6,0.16901408450704225,3.1538461538461537,32.1858407079646,28.23008849557522,2.11
0-1,72,Queen's Pawn Opening,black,12,12,False,True,12,30,2.5000000000000004,0.4666666666666667,23.809859154929576,31.485915492957748,0.42
1-0,22,Queen's Pawn Opening,white,7,7,False,False,2,0,1.25,1.2,37.651162790697676,30.27906976744186,2.45
1-0,140,Larsen's Opening,white,16,16,True,True,26,46,0.3168316831683169,0.3571428571428571,28.387096774193548,20.17921146953405,0.13
0-1,43,Benko's Opening,black,6,6,True,True,8,22,0.6363636363636364,0.6938775510204082,28.88095238095238,37.535714285714285,-0.57
1/2-1/2,106,Closed Sicilian,draw,7,7,True,True,14,14,0.4568965517241379,1.0263157894736843,26.303317535545023,23.33175355450237,0.15
0-1,68,King' s Pawn Opening,black,10,10,True,True,4,20,0.78,0.926829268292683,27.888059701492537,31.41044776119403,0.0
0-1,118,Queen's Pawn Opening,black,16,16,True,True,24,38,2.0555555555555554,0.7727272727272727,26.628205128205128,31.799145299145298,0.43
0-1,39,English Opening,black,17,17,True,True,26,34,1.1,0.7222222222222222,33.51315789473684,34.921052631578945,1.83
0-1,64,Reti Opening,black,14,14,True,True,14,24,1.2916666666666667,0.4857142857142857,32.27777777777778,36.94444444444444,0.41
1-0,35,Larsen's Opening,white,16,16,True,True,32,20,0.7058823529411765,0.8157894736842105,36.55072463768116,31.36231884057971,-0.69
1-0,46,King' s Pawn Opening,white,19,19,True,False,14,14,0.32692307692307687,0.75,32.65934065934066,34.043956043956044,0.58
1-0,38,King' s Pawn Opening,white,12,12,False,False,12,26,2.3076923076923075,0.411764705882353,39.14666666666667,34.89333333333333,0.21
1-0,100,Reti Opening,white,5,5,True,True,20,4,0.3333333333333333,2.625,27.748743718592966,20.42211055276382,0.91
0-1,102,Queen's Pawn Opening,black,14,14,True,False,10,24,1.0,3.178571428571429,24.183168316831683,30.816831683168317,2.59
1-0,34,English Opening,white,10,10,True,True,28,2,0.7391304347826086,0.6046511627906976,38.80597014925373,32.223880597014926,0.99
0-1,67,Larsen's Opening,black,8,8,False,False,10,12,0.6774193548387096,2.4499999999999997,23.954545454545453,33.85606060606061,0.86
1-0,69,King' s Pawn Opening,white,19,19,True,True,32,18,1.0,0.5208333333333334,31.861313868613138,26.306569343065693,0.84
1-0,46,Benko's Opening,white,19,19,True,False,16,14,0.6153846153846153,1.2,38.989010989010985,31.945054945054945,0.34
1-0,28,Reti Opening,white,5,5,True,True,12,4,0.6875000000000001,0.9666666666666667,35.45454545454545,34.78181818181818,-0.14
0-1,34,Benko's Opening,black,6,6,True,True,14,6,0.6764705882352942,0.6764705882352942,32.09090909090909,35.68181818181818,-1.17
1-0,69,"Reti, King's Indian Attack",white,10,10,False,True,18,18,0.8148148148148148,0.3714285714285714,29.226277372262775,27.37226277372263,-0.02
1-0,46,Reti Opening,white,6,6,True,False,22,10,0.717391304347826,1.368421052631579,38.27472527472528,26.571428571428573,3.1
0-1,57,English Opening,black,8,8,True,False,10,18,0.5,0.7636363636363637,23.1875,27.821428571428573,0.51
1-0,100,"English, King's Indian Variation",white,15,15,True,True,36,12,0.8461538461538461,0.4838709677419355,27.77889447236181,20.899497487437184,-1.46
1-0,55,Queen's Pawn Opening,white,18,18,True,False,22,4,1.52,0.875,32.63302752293578,29.660550458715598,2.6
0-1,37,Bird's Opening,black,7,7,False,True,6,34,0.46808510638297873,1.391304347826087,31.583333333333332,36.763888888888886,-1.57
0-1,60,Bird's Opening,black,16,16,True,True,12,20,1.0731707317073174,1.5937499999999998,30.296610169491526,37.08474576271186,-0.37
0-1,28,Larsen's Opening,black,16,16,False,False,4,18,1.6666666666666665,1.1428571428571428,31.61111111111111,36.870370370370374,0.99
1-0,33,Alekhine's Defense,white,19,19,True,False,10,26,1.0,0.9285714285714285,38.53846153846154,33.784615384615385,0.89
0-1,50,Bird's Opening,black,8,8,False,False,4,46,0.8367346938775511,0.2857142857142857,31.122448979591837,39.224489795918366,-0.35
0-1,51,Bird's Opening,black,15,15,True,False,12,34,1.131578947368421,2.074074074074074,32.07,35.65,-1.48
0-1,52,Queen's Pawn Opening,black,10,10,True,True,18,6,0.44067796610169485,1.1,35.84313725490196,35.450980392156865,0.62
1-0,57,Benko's Opening,white,18,18,True,True,8,12,1.0444444444444445,0.6181818181818182,31.778761061946902,27.991150442477878,0.05
0-1,39,Dunst Opening,black,19,19,False,True,22,14,1.064516129032258,0.8378378378378378,31.486842105263158,36.0,-0.46
0-1,48,Queen's Pawn Opening,black,12,12,False,False,20,22,0.6875,0.21428571428571427,27.638297872340427,30.47872340425532,1.03
1-0,83,Queen's Pawn Opening,white,19,19,True,True,24,22,0.3676470588235294,0.8823529411764706,33.86666666666667,26.042424242424243,-0.27
