result,total_moves,opening,winner,white_skill,black_skill,white_castled,black_castled,white_sacrifices,black_sacrifices,w_knight_to_bishop,b_knight_to_bishop,white_piece_activity,black_piece_activity,eval_after_move_15
0-1,71,Bird's Opening,black,8,8,False,True,16,30,1.2391304347826089,0.8888888888888888,28.85,35.30714285714286,-1.25
0-1,75,Larsen's Opening,black,13,13,True,True,28,46,2.111111111111111,0.4473684210526316,27.52027027027027,33.58783783783784,-0.94
1-0,34,Benko's Opening,white,13,13,True,True,14,8,1.909090909090909,0.853658536585366,35.55223880597015,33.25373134328358,0.37
1-0,98,Benko's Opening,white,15,15,True,True,22,14,1.2608695652173914,1.2187499999999998,29.646153846153847,19.635897435897437,0.06
1-0,34,Dunst Opening,white,6,6,False,True,2,14,0.6176470588235294,2.3000000000000003,35.298507462686565,34.97014925373134,-0.91
0-1,39,Bird's Opening,black,10,10,True,True,8,6,0.851063829787234,0.9499999999999998,34.0921052631579,37.921052631578945,-0.69
0-1,111,Vienna Game,black,14,14,True,True,16,22,0.2285714285714286,0.456140350877193,21.272727272727273,28.29090909090909,-2.37
0-1,63,Larsen's Opening,black,11,11,True,False,20,32,1.9411764705882353,1.542857142857143,23.548387096774192,30.580645161290324,-5.11
0-1,81,Queen's Pawn Opening,black,14,14,True,True,16,32,2.6562500000000004,0.5681818181818182,25.975,32.45625,-1.12
1-0,81,Queen's Pawn Opening,white,16,16,True,False,14,18,0.37681159420289856,1.026315789473684,32.63354037267081,22.472049689440993,1.21
1-0,65,"English, King's Indian Variation",white,18,18,True,True,12,4,0.8615384615384616,1.0961538461538463,32.1937984496124,25.147286821705425,0.2
1/2-1/2,113,King' s Pawn Opening,draw,19,19,True,True,30,32,0.9024390243902439,3.0000000000000004,25.200892857142858,19.276785714285715,0.95
1-0,68,Bird's Opening,white,14,14,False,False,18,8,1.9615384615384617,1.3076923076923077,30.244444444444444,24.74074074074074,-1.5
1-0,59,Benko's Opening,white,7,7,True,True,18,12,1.3333333333333333,1.4054054054054055,34.675213675213676,30.17948717948718,-0.53
0-1,26,Reti Opening,black,15,15,False,True,4,16,1.0416666666666667,0.7931034482758621,34.46,33.92,0.77
0-1,82,English Opening,black,17,17,True,True,10,6,3.0,0.24050632911392406,27.049382716049383,32.401234567901234,-0.31
0-1,50,Larsen's Opening,black,8,8,True,True,6,6,0.7115384615384615,0.8596491228070176,30.6734693877551,34.224489795918366,-0.8
1/2-1/2,69,Benko's Opening,draw,11,11,False,False,10,16,0.5945945945945946,1.6363636363636365,24.416058394160583,27.32846715328467,-0.88
0-1,50,Reti Opening,black,20,20,True,True,14,20,0.4318181818181819,1.2,28.79591836734694,35.275510204081634,0.44
1-0,39,Benko's Opening,white,5,5,True,True,16,14,1.7333333333333334,0.6428571428571429,36.57142857142857,32.857142857142854,0.1
0-1,31,"English, Symmetrical Variation",black,9,9,False,True,6,8,1.2121212121212122,0.9062499999999999,30.5,36.65,-1.84
1/2-1/2,109,Benko's Opening,draw,15,15,True,True,2,8,5.444444444444445,2.866666666666667,19.59447004608295,19.93548387096774,0.46
0-1,43,Benko's Opening,black,9,9,True,True,2,24,0.4761904761904762,0.4772727272727273,34.94047619047619,37.583333333333336,-0.02
0-1,65,Larsen's Opening,black,16,16,True,True,16,38,1.96,1.8750000000000002,25.640625,33.1953125,0.31
1-0,53,Larsen's Opening,white,11,11,True,True,22,18,1.2702702702702702,0.7222222222222223,36.17142857142857,29.533333333333335,-0.51
1-0,51,English Opening,white,6,6,True,True,14,12,0.7924528301886793,0.4242424242424242,36.95049504950495,34.13861386138614,0.67
0-1,111,Reti Opening,black,5,5,True,True,34,28,0.3902439024390244,0.4285714285714286,22.70909090909091,27.595454545454544,0.24
0-1,65,King' s Pawn Opening,black,14,14,True,True,12,14,1.3157894736842106,0.3488372093023256,28.328125,34.265625,1.04
0-1,43,Queen's Pawn Opening,black,11,11,True,True,14,14,0.6666666666666667,1.0303030303030303,31.904761904761905,35.69047619047619,0.52
1-0,34,Queen's Pawn Opening,white,7,7,True,True,18,4,1.1666666666666665,1.4800000000000002,39.865671641791046,30.507462686567163,0.76
1/2-1/2,198,Reti Opening,draw,9,9,False,True,14,24,2.384615384615385,6.000000000000001,13.167088607594936,22.959493670886076,-2.15
1-0,70,Alekhine's Defense,white,7,7,True,True,18,12,0.648148148148148,2.0,31.402877697841728,24.287769784172664,1.72
1-0,49,Bird's Opening,white,19,19,True,False,18,18,0.8913043478260869,0.6190476190476191,34.154639175257735,34.08247422680412,-0.53
1/2-1/2,164,Reti Opening,draw,18,18,True,False,18,22,0.43820224719101125,0.9512195121951219,25.012269938650306,16.21472392638037,0.82
1/2-1/2,44,Dunst Opening,draw,20,20,False,True,4,10,0.8205128205128205,0.24000000000000002,35.08139534883721,36.06976744186046,0.17
0-1,84,Queen's Pawn Opening,black,15,15,True,False,6,8,0.359375,0.1891891891891892,27.572289156626507,29.08433734939759,-0.37
1-0,49,Larsen's Opening,white,18,18,False,True,24,8,2.666666666666667,0.4791666666666667,35.71134020618557,33.55670103092783,-0.15
0-1,89,Benko's Opening,black,11,11,True,True,8,6,1.8965517241379308,0.3866666666666667,24.670454545454547,26.869318181818183,0.03
0-1,66,Reti Opening,black,5,5,True,True,10,10,1.9000000000000001,3.6249999999999996,23.423076923076923,29.73076923076923,-0.91
0-1,65,Larsen's Opening,black,16,16,True,False,10,16,0.8536585365853658,0.4423076923076923,22.9609375,27.5,-0.05
0-1,42,Queen's Pawn Opening,black,5,5,True,True,12,4,0.9069767441860465,0.9500000000000001,33.146341463414636,37.5,0.4
1-0,36,King' s Pawn Opening,white,16,16,True,True,16,0,0.3333333333333333,0.8750000000000001,37.16901408450704,35.267605633802816,0.23
1-0,80,Dunst Opening,white,20,20,True,True,22,36,1.9655172413793103,0.15151515151515152,34.37735849056604,29.08805031446541,-0.25
1-0,69,Benko's Opening,white,17,17,True,True,36,20,0.6666666666666666,1.342857142857143,33.481751824817515,28.94890510948905,0.93
1-0,58,English Opening,white,17,17,True,True,24,14,1.0714285714285714,0.6851851851851851,37.17391304347826,32.7304347826087,-0.83
0-1,33,Reti Opening,black,20,20,True,False,22,0,0.3181818181818182,0.8965517241379312,37.15625,32.984375,0.68
1-0,62,English Opening,white,10,10,True,True,38,10,0.3823529411764706,1.736842105263158,31.73170731707317,23.414634146341463,0.22
1-0,92,Benko's Opening,white,9,9,False,True,22,22,1.8750000000000002,1.3333333333333335,28.3224043715847,20.601092896174862,-0.44
1-0,25,King' s Pawn Opening,white,12,12,False,False,16,4,2.142857142857143,0.9166666666666666,36.42857142857143,31.73469387755102,0.36
0-1,92,Reti Opening,black,7,7,True,False,12,12,0.4482758620689655,2.2777777777777777,18.664835164835164,23.576923076923077,-1.21
1-0,51,Larsen's Opening,white,9,9,False,True,20,4,1.3043478260869563,1.105263157894737,35.17821782178218,34.37623762376238,-0.58
1-0,46,Queen's Pawn Opening,white,13,13,True,True,22,8,0.6785714285714286,0.5952380952380952,41.417582417582416,29.23076923076923,1.22
1-0,58,King' s Pawn Opening,white,19,19,True,True,22,4,1.9599999999999997,1.3714285714285714,32.07826086956522,25.46086956521739,1.12
1-0,44,Reti Opening,white,16,16,True,True,30,24,0.826086956521739,0.5957446808510639,36.18390804597701,29.977011494252874,0.19
1/2-1/2,178,Reti Opening,draw,12,12,False,True,26,16,3.708333333333333,1.6818181818181819,19.742937853107346,13.570621468926554,-0.23
1-0,81,King' s Pawn Opening,white,19,19,True,False,24,16,1.84,1.8750000000000002,36.11180124223603,27.63975155279503,0.36
0-1,90,English Opening,black,7,7,False,False,10,28,0.3709677419354839,5.217391304347826,24.89325842696629,28.241573033707866,1.71
0-1,49,Benko's Opening,black,11,11,True,True,4,10,1.275,0.71875,28.270833333333332,37.375,-1.23
0-1,46,Bird's Opening,black,12,12,True,True,6,24,1.121212121212121,0.7068965517241379,30.866666666666667,38.166666666666664,-1.23
1/2-1/2,151,English Opening,draw,7,7,False,True,22,10,2.590909090909091,0.4285714285714286,22.946666666666665,15.563333333333333,-0.73
1-0,42,Queen's Gambit,white,8,8,True,True,18,14,0.8222222222222222,0.5531914893617021,34.433734939759034,33.1566265060241,1.36
1-0,77,Benko's Opening,white,20,20,True,True,38,14,1.52,2.5789473684210527,28.647058823529413,23.124183006535947,-0.65
0-1,47,Bird's Opening,black,12,12,False,True,14,10,0.9736842105263158,1.3783783783783783,32.119565217391305,34.75,-0.67
0-1,56,English Opening,black,11,11,True,True,8,36,0.9814814814814815,0.9814814814814815,33.945454545454545,33.95454545454545,0.43
1-0,103,Dunst Opening,white,8,8,True,True,44,28,1.074074074074074,1.4230769230769231,29.921951219512195,23.804878048780488,-0.26
0-1,48,Queen's Pawn Opening,black,10,10,True,True,12,22,1.075,0.8571428571428571,29.5,37.680851063829785,0.08
0-1,36,Larsen's Opening,black,19,19,True,True,8,6,1.6818181818181819,1.5217391304347825,35.74285714285714,33.7,-0.6
1-0,49,Benko's Opening,white,17,17,True,True,28,22,1.1351351351351353,1.2,36.92783505154639,30.927835051546392,0.25
0-1,28,Queen's Pawn Opening,black,17,17,True,True,6,10,2.3846153846153846,0.8333333333333334,35.48148148148148,32.111111111111114,0.63
1-0,52,English Opening,white,9,9,True,False,8,12,1.2105263157894737,0.8846153846153846,30.737864077669904,28.194174757281555,1.28
1-0,46,Larsen's Opening,white,10,10,True,False,24,0,0.8275862068965517,1.2692307692307692,33.37362637362637,24.945054945054945,1.11
1-0,46,Larsen's Opening,white,8,8,False,False,30,6,0.7234042553191489,5.5,32.53846153846154,25.571428571428573,1.3
0-1,64,Dunst Opening,black,20,20,True,True,18,42,0.8333333333333333,0.6470588235294118,23.11904761904762,33.11904761904762,-1.46
1/2-1/2,85,Bird's Opening,draw,20,20,True,True,40,16,1.2424242424242422,0.41509433962264153,27.333333333333332,27.136904761904763,-0.73
1-0,65,Benko's Opening,white,19,19,True,True,10,6,0.22916666666666669,1.4583333333333333,35.17829457364341,28.286821705426355,0.06
0-1,73,Larsen's Opening,black,16,16,False,False,12,18,0.46153846153846156,0.9411764705882352,23.229166666666668,30.02777777777778,-2.48
0-1,51,Bird's Opening,black,9,9,False,True,8,14,0.5652173913043478,0.38235294117647056,29.91,33.98,-1.39
0-1,41,Dunst Opening,black,16,16,False,True,18,16,0.2571428571428571,0.2222222222222222,36.075,34.075,0.81
1-0,55,Dunst Opening,white,13,13,True,True,24,8,2.5555555555555554,0.8333333333333334,34.706422018348626,25.660550458715598,-0.15
1-0,48,Benko's Opening,white,20,20,True,True,22,8,0.5476190476190477,0.6216216216216216,32.45263157894737,25.789473684210527,0.48
1-0,68,Larsen's Opening,white,13,13,True,True,16,8,2.2857142857142856,0.3559322033898305,32.385185185185186,30.17037037037037,0.12
1-0,44,Bird's Opening,white,15,15,True,False,12,8,1.3703703703703705,1.0638297872340425,35.333333333333336,31.71264367816092,0.25
0-1,56,Bird's Opening,black,20,20,True,True,8,6,2.033333333333333,2.1724137931034484,26.763636363636362,33.21818181818182,-1.73
0-1,49,Dunst Opening,black,7,7,True,False,22,4,0.45098039215686275,0.875,32.65625,33.604166666666664,-2.23
0-1,42,King' s Pawn Opening,black,6,6,True,False,24,10,0.9722222222222221,0.782608695652174,33.78048780487805,38.68292682926829,-0.28
1-0,46,Benko's Opening,white,5,5,True,True,12,4,1.0606060606060608,1.064516129032258,36.967032967032964,29.76923076923077,0.17
1-0,80,Bird's Opening,white,15,15,True,False,14,10,1.1379310344827587,0.4761904761904762,24.87421383647799,20.9748427672956,-0.51
0-1,25,Queen's Pawn Opening,black,18,18,True,True,10,8,1.103448275862069,0.90625,35.541666666666664,33.25,0.14
1-0,63,Larsen's Opening,white,10,10,True,True,28,6,1.2653061224489797,0.9800000000000001,33.576,30.368,-0.63
0-1,80,Dunst Opening,black,12,12,True,True,14,30,0.823529411764706,0.24675324675324675,21.88607594936709,33.14556962025316,-0.4
0-1,33,"English, Symmetrical Variation",black,18,18,True,False,0,10,0.6060606060606061,1.7727272727272727,34.734375,31.875,0.69
1/2-1/2,183,Dunst Opening,draw,11,11,True,True,8,14,0.48039215686274506,1.392857142857143,25.57967032967033,18.53846153846154,-1.19
1-0,21,English Opening,white,16,16,False,False,30,14,0.6428571428571429,1.3333333333333333,35.24390243902439,34.170731707317074,0.04
1-0,38,Reti Opening,white,18,18,True,True,36,4,1.2666666666666668,1.1842105263157894,36.42666666666667,35.12,-0.37
0-1,107,Reti Opening,black,14,14,True,True,12,18,1.5499999999999998,0.9883720930232558,19.099056603773583,31.037735849056602,1.82
1-0,84,King' s Pawn Opening,white,7,7,True,False,30,20,2.666666666666667,1.586206896551724,31.976047904191617,23.622754491017965,2.51
1-0,34,Reti Opening,white,5,5,False,True,18,12,0.7567567567567568,1.1153846153846154,37.04477611940298,33.82089552238806,-1.19
1-0,49,Larsen's Opening,white,16,16,True,True,24,16,0.5925925925925926,1.71875,36.90721649484536,34.01030927835052,0.44
1-0,42,Reti Opening,white,9,9,True,True,16,10,1.0212765957446808,0.911764705882353,37.68674698795181,27.265060240963855,1.14
0-1,62,Queen's Pawn Opening,black,11,11,True,True,14,16,0.7142857142857142,1.1458333333333335,26.19672131147541,30.9672131147541,1.35
0-1,56,Bird's Opening,black,6,6,True,False,22,10,1.3703703703703705,2.0,27.5,33.67272727272727,-0.64
1/2-1/2,163,Benko's Opening,draw,9,9,True,False,66,38,0.6341463414634145,1.0,30.969135802469136,23.728395061728396,1.09
1-0,67,Larsen's Opening,white,20,20,True,True,12,28,3.107142857142857,0.6428571428571428,27.37593984962406,23.804511278195488,-0.41
0-1,41,Benko's Opening,black,15,15,True,True,10,12,0.5333333333333333,0.4888888888888888,31.7375,37.425,0.49
0-1,17,Queen's Pawn Opening,black,16,16,True,False,14,2,0.7272727272727273,0.7727272727272727,34.1875,33.96875,-2.08
0-1,48,Italian Game,black,20,20,True,True,12,22,0.9736842105263158,0.359375,28.19148936170213,34.297872340425535,-1.43
1-0,36,Dunst Opening,white,7,7,True,False,26,18,2.533333333333333,2.142857142857143,37.36619718309859,32.563380281690144,-0.66
0-1,50,Bird's Opening,black,5,5,True,True,20,22,0.574468085106383,0.48214285714285715,30.397959183673468,37.83673469387755,0.53
0-1,59,Benko's Opening,black,14,14,True,True,10,26,1.5428571428571427,0.972972972972973,31.362068965517242,34.61206896551724,-0.45
1-0,42,Benko's Opening,white,17,17,True,True,12,10,1.4102564102564104,0.6964285714285714,33.674698795180724,33.734939759036145,-0.74
0-1,56,Benko's Opening,black,9,9,True,True,10,28,0.5348837209302326,1.68,32.81818181818182,36.18181818181818,1.75
1-0,48,Reti Opening,white,7,7,True,True,6,4,1.4390243902439024,0.53125,35.97894736842105,36.92631578947368,-0.04
0-1,79,King' s Pawn Opening,black,12,12,False,False,14,40,0.6923076923076923,0.3709677419354839,22.326923076923077,34.256410256410255,-1.09
0-1,70,Nimzo-Larsen Attack,black,8,8,True,True,8,56,1.2727272727272727,0.6031746031746031,22.23913043478261,36.91304347826087,0.08
1-0,88,Bird's Opening,white,17,17,True,True,10,10,0.23809523809523808,0.1896551724137931,28.69142857142857,22.92,0.14
1-0,48,Queen's Gambit,white,11,11,True,True,32,10,3.4705882352941178,2.2916666666666665,38.76842105263158,27.147368421052633,5.33
0-1,43,Bird's Opening,black,14,14,True,True,6,4,0.6607142857142857,0.75,34.357142857142854,37.404761904761905,-0.18
1-0,17,Reti Opening,white,11,11,False,False,0,12,0.8421052631578948,1.0,32.90909090909091,34.27272727272727,-2.09
0-1,46,Dunst Opening,black,17,17,False,False,6,28,1.0,0.6833333333333333,28.22222222222222,36.644444444444446,-1.66
0-1,86,Dunst Opening,black,9,9,False,False,10,14,0.3055555555555556,0.7916666666666666,24.211764705882352,30.288235294117648,-0.71
1-0,55,Reti Opening,white,16,16,True,True,12,16,0.7413793103448275,0.6153846153846154,35.293577981651374,26.24770642201835,0.02
1-0,50,Benko's Opening,white,13,13,True,True,28,20,0.7272727272727273,0.6206896551724137,34.44444444444444,34.93939393939394,0.16
1-0,43,Benko's Opening,white,6,6,True,True,28,6,0.8936170212765958,0.9069767441860465,37.0,33.90588235294118,0.82
0-1,129,Sicilian Defense,black,19,19,False,False,14,14,0.72,0.35416666666666663,20.74609375,29.09375,0.5
1-0,32,Benko's Opening,white,12,12,True,True,8,6,1.1851851851851851,2.411764705882353,37.53968253968254,33.96825396825397,-0.12
1-0,75,English Opening,white,14,14,True,True,24,8,0.5925925925925926,0.5,32.68456375838926,23.583892617449663,-0.01
0-1,61,Bird's Opening,black,16,16,True,False,10,28,0.42857142857142855,2.2608695652173916,21.091666666666665,30.816666666666666,-2.13
1-0,54,English Opening,white,9,9,True,True,10,14,0.9298245614035089,0.813953488372093,33.74766355140187,27.49532710280374,-0.41
1-0,49,King' s Pawn Opening,white,14,14,True,True,14,8,1.25,0.9600000000000001,37.16494845360825,29.84536082474227,0.98
0-1,56,Dunst Opening,black,14,14,False,True,20,16,1.0370370370370372,1.033898305084746,25.754545454545454,35.445454545454545,-1.12
1-0,22,Larsen's Opening,white,6,6,False,True,4,4,1.0714285714285714,1.0,34.81395348837209,37.2093023255814,-0.14
1-0,48,Dunst Opening,white,15,15,False,True,30,16,0.4666666666666667,1.1219512195121952,33.8,33.33684210526316,-0.77
1-0,37,Queen's Pawn Opening,white,15,15,False,True,28,4,0.25,1.3333333333333335,36.10958904109589,26.136986301369863,1.96
0-1,43,Dunst Opening,black,19,19,True,True,26,14,1.9444444444444442,0.5625,32.11904761904762,38.19047619047619,-2.46
1/2-1/2,163,English Opening,draw,11,11,False,True,2,16,0.8771929824561404,0.24242424242424243,17.35076923076923,24.233846153846155,1.25
1/2-1/2,158,Larsen's Opening,draw,5,5,True,True,30,24,1.2413793103448276,0.7142857142857142,18.136507936507936,25.438095238095237,-0.15
0-1,42,Benko's Opening,black,13,13,True,True,4,26,1.875,3.0000000000000004,31.74390243902439,37.609756097560975,1.57
0-1,58,English Opening,black,15,15,True,False,24,24,1.6764705882352942,0.48214285714285715,33.921052631578945,34.18421052631579,0.0
0-1,31,Bird's Opening,black,7,7,False,False,4,12,0.75,1.3846153846153846,33.416666666666664,35.2,0.66
1-0,86,Reti Opening,white,6,6,True,True,26,16,0.5365853658536585,1.4615384615384615,29.771929824561404,21.4093567251462,0.09
0-1,92,Bird's Opening,black,20,20,False,True,32,20,0.896551724137931,0.4722222222222222,24.813186813186814,26.714285714285715,-0.21
1-0,48,English Opening,white,10,10,True,False,16,26,0.2619047619047619,1.2857142857142858,29.53684210526316,23.642105263157895,1.48
1-0,57,Dunst Opening,white,13,13,False,False,16,6,3.7500000000000004,1.1428571428571428,36.50442477876106,27.63716814159292,-2.62
1-0,101,Reti Opening,white,13,13,False,False,36,10,0.47169811320754723,1.2117647058823529,31.746268656716417,26.124378109452735,2.35
0-1,87,Dunst Opening,black,11,11,True,False,16,26,0.3243243243243243,1.923076923076923,21.91860465116279,29.151162790697676,-0.61
1-0,87,Bird's Opening,white,10,10,False,True,36,18,0.5211267605633804,1.3555555555555556,29.38150289017341,20.722543352601157,0.88
1-0,59,Alekhine's Defense,white,13,13,False,True,10,16,1.1,0.6428571428571429,36.70940170940171,29.153846153846153,1.13
0-1,83,Queen's Pawn Opening,black,20,20,True,True,24,44,0.3170731707317073,5.076923076923077,23.786585365853657,33.951219512195124,0.1
1-0,77,King' s Pawn Opening,white,15,15,True,True,36,8,2.25,0.7118644067796609,29.248366013071895,25.0718954248366,0.81
1-0,42,Bird's Opening,white,8,8,True,False,20,14,0.5106382978723404,1.857142857142857,37.6144578313253,27.6144578313253,0.57
1-0,57,Queen's Pawn Opening,white,16,16,True,True,2,24,0.7391304347826088,0.8837209302325582,36.150442477876105,29.353982300884955,0.4
1/2-1/2,107,Bird's Opening,draw,6,6,True,True,14,18,0.24175824175824173,0.4868421052631579,25.68075117370892,25.990610328638496,-0.48
1-0,53,Queen's Pawn Opening,white,8,8,True,False,32,20,2.1904761904761907,1.2631578947368423,34.2,22.64761904761905,0.65
1-0,44,King' s Pawn Opening,white,8,8,True,True,14,14,1.590909090909091,0.4772727272727273,37.367816091954026,35.05747126436781,0.58
0-1,43,English Opening,black,18,18,True,True,4,16,0.9230769230769232,0.5892857142857143,32.345238095238095,34.976190476190474,0.67
1-0,62,Dunst Opening,white,13,13,False,True,8,16,0.26785714285714285,0.43137254901960786,29.45528455284553,25.121951219512194,-1.54
0-1,59,Dunst Opening,black,8,8,True,True,16,14,1.1818181818181817,2.2941176470588234,33.1551724137931,33.71551724137931,-4.61
0-1,74,Queen's Pawn Opening,black,20,20,False,False,14,24,0.8965517241379312,0.5135135135135135,24.21232876712329,25.910958904109588,-0.63
1-0,60,Bird's Opening,white,17,17,False,False,30,8,0.47692307692307695,0.9772727272727272,28.19327731092437,23.58823529411765,-2.13
1-0,58,English Opening,white,11,11,True,True,10,14,0.22972972972972974,0.3090909090909091,38.8,32.95652173913044,-0.37
0-1,55,Larsen's Opening,black,7,7,True,True,20,36,0.8421052631578947,1.0606060606060606,28.583333333333332,36.96296296296296,-0.06
1-0,53,Benko's Opening,white,20,20,True,True,36,14,0.5416666666666666,0.625,34.04761904761905,28.17142857142857,0.39
0-1,135,Dunst Opening,black,6,6,True,True,32,32,0.507936507936508,0.7053571428571428,26.350746268656717,30.87313432835821,-0.83
0-1,58,Dunst Opening,black,5,5,False,True,14,20,0.5813953488372093,2.5833333333333335,30.850877192982455,32.18421052631579,-1.25
1-0,72,Queen's Indian Defense,white,11,11,True,True,52,2,2.066666666666667,0.5599999999999999,33.11188811188811,28.643356643356643,-0.13
1-0,43,Reti Opening,white,6,6,True,False,18,18,0.42000000000000004,1.2758620689655173,37.62352941176471,32.8235294117647,1.2
1-0,62,King' s Pawn Opening,white,20,20,True,True,22,16,0.8048780487804879,0.47916666666666674,34.16260162601626,28.715447154471544,0.85
1-0,56,Larsen's Opening,white,6,6,False,False,28,8,0.825,0.3584905660377358,37.03603603603604,32.153153153153156,-1.63
1-0,26,English Opening,white,15,15,True,False,14,4,1.1764705882352942,1.1071428571428572,34.588235294117645,31.529411764705884,2.68
1-0,78,Queen's Pawn Opening,white,15,15,False,False,28,14,1.075,1.05,32.12258064516129,24.406451612903226,2.09
0-1,76,King's Gambit,black,19,19,False,True,12,34,0.7407407407407407,2.8999999999999995,21.293333333333333,32.22666666666667,0.38
1-0,45,Benko's Opening,white,12,12,True,True,12,16,0.875,2.625,33.93258426966292,33.82022471910113,-0.13
1/2-1/2,140,King' s Pawn Opening,draw,7,7,True,False,10,22,0.8275862068965517,0.7666666666666667,13.0,21.630824372759857,-1.04
1/2-1/2,141,Reti Opening,draw,7,7,False,True,14,16,0.6875000000000001,0.3017241379310345,15.04982206405694,26.359430604982208,-0.61
1-0,58,Dunst Opening,white,10,10,False,True,26,6,1.4782608695652173,0.6785714285714286,33.33913043478261,29.417391304347827,0.03
0-1,37,Larsen's Opening,black,5,5,True,True,14,12,1.0689655172413794,0.9285714285714285,33.458333333333336,37.0,-0.39
1-0,98,English Opening,white,10,10,True,True,30,10,0.16923076923076924,1.4545454545454546,30.435897435897434,20.635897435897437,0.68
0-1,52,Queen's Pawn Opening,black,7,7,True,False,14,6,0.9249999999999999,0.5882352941176471,28.205882352941178,32.411764705882355,1.26
0-1,46,Queen's Indian Defense,black,18,18,False,True,4,20,0.3571428571428571,0.4761904761904762,31.288888888888888,36.4,0.15
1-0,78,Bird's Opening,white,11,11,False,True,30,4,0.2857142857142857,2.3928571428571432,29.451612903225808,27.903225806451612,-0.45
1-0,53,Benko's Opening,white,5,5,True,False,20,6,0.9565217391304348,0.8918918918918919,35.10476190476191,25.733333333333334,0.18
0-1,51,Benko's Opening,black,15,15,False,True,8,20,0.380952380952381,0.32758620689655177,32.88,36.19,0.17
0-1,68,Benko's Opening,black,9,9,False,True,10,22,1.2916666666666667,1.0399999999999998,20.51492537313433,33.71641791044776,-0.2
1-0,53,Larsen's Opening,white,14,14,True,True,14,14,1.1290322580645162,0.2741935483870968,34.43809523809524,33.457142857142856,-1.92
0-1,28,King' s Pawn Opening,black,19,19,True,False,22,4,0.8055555555555556,1.103448275862069,37.666666666666664,36.72222222222222,-1.14
1-0,48,Reti Opening,white,11,11,True,False,18,10,0.828125,1.173913043478261,38.78947368421053,30.673684210526314,1.61
1-0,55,Reti Opening,white,6,6,True,True,8,10,1.4857142857142858,2.0,31.091743119266056,27.770642201834864,1.58
0-1,42,Larsen's Opening,black,6,6,False,True,14,22,0.42857142857142855,1.3846153846153846,33.1219512195122,35.31707317073171,2.16
1-0,62,Dunst Opening,white,10,10,True,True,42,28,0.5172413793103449,0.6153846153846154,30.089430894308943,24.10569105691057,-1.17
0-1,89,Reti Opening,black,17,17,True,True,26,28,1.4594594594594594,0.7380952380952381,25.386363636363637,32.81818181818182,0.36
1/2-1/2,73,Alekhine's Defense,draw,15,15,True,True,10,0,0.5185185185185185,1.5999999999999999,23.779310344827586,23.868965517241378,-0.3
