result,total_moves,opening,winner,white_skill,black_skill,white_castled,black_castled,white_sacrifices,black_sacrifices,w_knight_to_bishop,b_knight_to_bishop,w_center_control,b_center_control,white_piece_activity,black_piece_activity,eval_after_move_15
0-1,58,Larsen's Opening,black,19,19,False,True,18,18,2.5000000000000004,0.9583333333333334,2.1666666666666665,2.9210526315789473,30.157894736842106,36.666666666666664,-0.44
1-0,41,King' s Pawn Opening,white,5,5,True,False,24,6,1.5666666666666667,0.4878048780487804,2.888888888888889,2.567901234567901,39.148148148148145,28.185185185185187,0.56
0-1,32,Bird's Opening,black,13,13,False,True,2,10,0.6904761904761905,0.6904761904761905,2.5483870967741935,2.5483870967741935,33.17741935483871,35.564516129032256,-0.42
0-1,47,English Opening,black,6,6,False,True,12,4,0.7027027027027027,1.2666666666666666,2.2717391304347827,2.6847826086956523,29.0,33.21739130434783,0.5
1-0,54,Queen's Pawn Opening,white,13,13,True,True,26,6,1.608695652173913,1.2173913043478262,2.803738317757009,2.0093457943925235,35.5607476635514,25.261682242990656,0.75
0-1,55,Larsen's Opening,black,20,20,True,False,14,14,1.3888888888888888,0.9629629629629629,2.2685185185185186,2.6666666666666665,33.72222222222222,37.398148148148145,-0.77
1-0,25,Benko's Opening,white,15,15,True,True,8,10,1.3478260869565217,1.4782608695652173,3.306122448979592,2.857142857142857,35.265306122448976,36.04081632653061,-0.09
0-1,62,Queen's Pawn Opening,black,13,13,False,True,8,56,1.2926829268292683,0.7454545454545454,2.942622950819672,2.6639344262295084,32.67213114754098,38.467213114754095,0.42
0-1,34,Dunst Opening,black,14,14,False,False,8,10,1.16,0.5454545454545455,2.772727272727273,2.3636363636363638,35.27272727272727,33.25757575757576,-2.67
1/2-1/2,204,Queen's Pawn Opening,draw,15,15,False,True,6,10,0.11188811188811189,0.06756756756756757,1.8177339901477831,1.5369458128078817,18.059113300492612,18.017241379310345,-1.1
0-1,41,Bird's Opening,black,10,10,False,False,2,18,1.32,0.5925925925925926,2.3,3.5875,30.4,38.125,-1.52
0-1,89,Benko's Opening,black,19,19,True,True,6,10,0.16000000000000003,0.1368421052631579,1.7613636363636365,1.5056818181818181,20.113636363636363,25.5,0.42
1/2-1/2,137,King' s Pawn Opening,draw,14,14,True,False,30,22,1.2105263157894737,0.5428571428571428,1.7536764705882353,1.9485294117647058,25.106617647058822,20.66176470588235,0.67
0-1,80,English Opening,black,17,17,False,True,12,36,2.2333333333333334,0.9782608695652174,2.588607594936709,2.7278481012658227,24.873417721518987,32.08227848101266,-2.13
0-1,54,English Opening,black,9,9,True,True,4,20,0.39583333333333337,0.8333333333333334,1.8396226415094339,2.9339622641509435,29.49056603773585,35.113207547169814,-0.25
1-0,49,Dunst Opening,white,9,9,True,True,10,18,3.235294117647059,0.4181818181818182,3.020618556701031,2.4742268041237114,30.77319587628866,27.690721649484537,-0.17
1-0,51,Benko's Opening,white,9,9,True,True,16,12,1.2244897959183674,1.1153846153846154,2.9504950495049505,2.485148514851485,37.12871287128713,36.04950495049505,0.26
0-1,52,English Opening,black,15,15,True,True,24,20,1.0588235294117647,1.0208333333333333,2.3823529411764706,3.3529411764705883,29.294117647058822,38.14705882352941,1.04
1-0,37,Larsen's Opening,white,19,19,False,True,10,6,1.1,1.121212121212121,3.0273972602739727,2.904109589041096,35.0958904109589,33.19178082191781,1.92
1-0,69,English Opening,white,18,18,True,True,10,4,0.42105263157894735,0.5428571428571428,2.3795620437956204,2.5547445255474455,37.07299270072993,29.072992700729927,1.4
1/2-1/2,70,Bird's Opening,draw,20,20,False,False,4,24,1.416666666666667,1.8571428571428572,2.237410071942446,2.287769784172662,26.56115107913669,27.805755395683452,-1.15
0-1,32,Bird's Opening,black,13,13,False,True,6,6,0.7999999999999999,1.826086956521739,2.8225806451612905,2.435483870967742,28.903225806451612,33.95161290322581,0.22
0-1,48,Dunst Opening,black,8,8,False,True,2,26,0.6153846153846154,0.7948717948717948,2.5851063829787235,3.382978723404255,30.51063829787234,37.58510638297872,1.16
0-1,155,Larsen's Opening,black,18,18,False,True,12,28,2.7,0.37500000000000006,1.4967532467532467,2.487012987012987,16.36038961038961,25.493506493506494,-0.28
1-0,54,Dunst Opening,white,14,14,False,True,6,12,1.5405405405405406,1.3513513513513515,2.9345794392523366,2.457943925233645,31.785046728971963,33.45794392523364,-0.69
0-1,45,Reti Opening,black,14,14,True,False,6,12,1.1951219512195121,0.7419354838709677,2.4545454545454546,2.7613636363636362,32.36363636363637,36.26136363636363,-0.28
1-0,52,Bird's Opening,white,18,18,True,True,20,0,1.340909090909091,0.4666666666666666,3.407766990291262,3.0388349514563107,34.10679611650485,30.388349514563107,0.15
1-0,46,Dunst Opening,white,17,17,True,True,20,2,1.0434782608695652,0.75,2.923076923076923,2.4835164835164836,34.824175824175825,33.48351648351648,-1.53
1-0,61,Benko's Opening,white,20,20,True,True,6,14,1.6875,0.7435897435897436,2.4628099173553717,2.6115702479338845,33.69421487603306,25.636363636363637,-0.2
1-0,41,Bird's Opening,white,7,7,False,True,32,4,1.34375,1.054054054054054,3.1358024691358026,1.6790123456790123,34.71604938271605,31.271604938271604,-0.66
1-0,30,Queen's Pawn Opening,white,18,18,False,False,8,8,0.85,0.7096774193548387,2.457627118644068,2.559322033898305,35.94915254237288,34.91525423728814,1.09
0-1,42,Dunst Opening,black,16,16,True,True,8,16,0.46511627906976744,0.35714285714285715,2.158536585365854,3.182926829268293,30.463414634146343,35.46341463414634,-0.77
0-1,60,English Opening,black,9,9,False,True,10,16,1.1428571428571428,1.2916666666666667,1.7966101694915255,2.610169491525424,23.66949152542373,36.45762711864407,-1.85
0-1,50,English Opening,black,8,8,True,True,38,12,0.3695652173913043,0.5121951219512195,2.5714285714285716,3.0510204081632653,35.13265306122449,35.673469387755105,-0.5
1-0,93,English Opening,white,18,18,True,False,30,18,0.5777777777777778,0.5846153846153846,2.535135135135135,2.3675675675675674,31.654054054054054,24.56756756756757,0.54
1-0,40,Alekhine's Defense,white,9,9,True,True,12,12,1.2894736842105263,0.68,3.0,2.4177215189873418,36.30379746835443,33.32911392405063,0.45
0-1,95,Bird's Opening,black,7,7,True,True,12,14,1.4782608695652173,1.9210526315789476,0.9468085106382979,2.0319148936170213,17.9468085106383,29.26595744680851,-0.24
1-0,84,Reti Opening,white,14,14,True,True,18,16,3.0952380952380953,3.0476190476190474,2.604790419161677,2.029940119760479,30.395209580838323,26.065868263473053,0.94
1-0,41,Dunst Opening,white,6,6,True,False,26,2,1.2413793103448274,0.44897959183673464,3.2098765432098766,2.246913580246914,39.91358024691358,29.160493827160494,-1.03
1/2-1/2,177,Benko's Opening,draw,9,9,True,True,34,18,0.3478260869565218,2.142857142857143,2.3181818181818183,1.6448863636363635,27.78409090909091,19.59090909090909,-0.09
0-1,50,Queen's Pawn Opening,black,14,14,True,True,6,8,0.40909090909090906,1.2999999999999998,1.846938775510204,2.877551020408163,30.846938775510203,34.183673469387756,0.35
1-0,67,Queen's Pawn Opening,white,10,10,True,False,34,16,1.2162162162162162,0.7580645161290324,3.4586466165413534,2.406015037593985,40.03007518796993,27.330827067669173,1.59
0-1,41,Queen's Pawn Opening,black,9,9,True,True,18,18,0.6764705882352942,0.606060606060606,2.85,2.4,28.8,31.4,0.51
0-1,37,Larsen's Opening,black,20,20,True,False,28,18,2.1578947368421053,0.3958333333333333,1.8055555555555556,2.9166666666666665,30.02777777777778,35.05555555555556,-0.96
1/2-1/2,105,King' s Pawn Opening,draw,18,18,True,False,30,30,0.6296296296296297,0.88,2.5384615384615383,2.269230769230769,26.29326923076923,27.548076923076923,0.0
0-1,47,Benko's Opening,black,16,16,False,False,12,20,0.9473684210526316,0.8490566037735849,2.3369565217391304,2.782608695652174,28.630434782608695,37.43478260869565,-0.36
0-1,55,Reti Opening,black,20,20,True,True,18,16,0.891304347826087,0.3050847457627119,2.6296296296296298,2.4166666666666665,27.39814814814815,32.370370370370374,0.16
0-1,50,"English, Symmetrical Variation",black,13,13,False,False,14,16,1.68,1.0857142857142859,2.4693877551020407,2.561224489795918,28.010204081632654,35.265306122448976,-2.09
0-1,53,"English, Symmetrical Variation",black,11,11,False,False,10,26,0.627906976744186,0.5897435897435898,2.673076923076923,2.701923076923077,31.673076923076923,35.72115384615385,-0.81
0-1,41,Benko's Opening,black,10,10,True,True,12,22,0.96875,0.3333333333333333,2.6625,2.2,29.0125,37.275,0.28
1/2-1/2,163,Bird's Opening,draw,10,10,True,True,10,40,1.6470588235294117,0.6896551724137931,1.2676923076923077,2.32,17.553846153846155,29.12,-1.32
1-0,48,Queen's Pawn Opening,white,12,12,True,False,8,8,1.3617021276595744,1.625,3.2421052631578946,2.6526315789473682,33.2,26.042105263157893,0.55
1/2-1/2,48,Dunst Opening,draw,17,17,True,True,4,8,1.2926829268292683,1.6,2.4361702127659575,3.117021276595745,33.38297872340426,32.702127659574465,0.28
0-1,67,Queen's Pawn Opening,black,13,13,True,False,18,30,1.3846153846153846,0.546875,1.8333333333333333,2.871212121212121,27.204545454545453,33.871212121212125,-0.04
0-1,46,Dunst Opening,black,6,6,True,True,18,44,1.3636363636363635,1.2857142857142856,2.922222222222222,2.977777777777778,30.866666666666667,37.477777777777774,-0.45
1-0,56,Benko's Opening,white,18,18,False,False,20,2,1.3,0.7200000000000001,2.6036036036036037,2.4504504504504503,35.08108108108108,27.7027027027027,-0.48
1-0,74,Benko's Opening,white,17,17,True,False,26,16,0.3472222222222222,1.7142857142857142,2.3469387755102042,2.673469387755102,31.170068027210885,30.72108843537415,-0.45
1/2-1/2,140,Benko's Opening,draw,14,14,True,True,16,26,0.9459459459459459,0.7647058823529411,1.6057347670250897,1.189964157706093,16.602150537634408,23.322580645161292,0.02
1-0,86,Dunst Opening,white,5,5,True,True,16,14,3.857142857142857,0.16,2.345029239766082,1.6198830409356726,29.619883040935672,26.24561403508772,-0.48
1-0,52,English Opening,white,10,10,True,True,10,10,0.5,0.7966101694915254,2.6893203883495147,2.533980582524272,33.15533980582524,32.47572815533981,1.27
1-0,44,Dunst Opening,white,13,13,False,True,6,12,0.6296296296296295,0.7083333333333333,2.6206896551724137,2.5632183908045976,34.0,32.52873563218391,1.93
1-0,76,King' s Pawn Opening,white,13,13,False,True,20,16,3.5333333333333337,1.7,2.7218543046357615,2.0794701986754967,27.582781456953644,21.119205298013245,1.67
0-1,142,Bird's Opening,black,5,5,True,False,12,24,0.5571428571428572,2.8378378378378373,1.8581560283687943,1.7553191489361701,23.109929078014183,26.43971631205674,0.14
1-0,76,Larsen's Opening,white,16,16,True,True,20,12,0.9411764705882353,2.8695652173913047,2.6754966887417218,1.9602649006622517,29.172185430463575,23.311258278145694,-1.2
0-1,56,Dunst Opening,black,14,14,True,True,22,38,1.5294117647058822,0.48780487804878053,2.409090909090909,2.7181818181818183,30.009090909090908,32.22727272727273,0.87
0-1,62,Benko's Opening,black,5,5,True,True,12,12,1.8648648648648647,0.43902439024390244,2.8442622950819674,3.4836065573770494,29.368852459016395,35.5655737704918,0.25
1-0,93,Larsen's Opening,white,19,19,True,True,8,26,1.0694444444444444,1.1428571428571428,2.545945945945946,1.6054054054054054,26.84864864864865,21.475675675675674,0.13
1-0,74,Bird's Opening,white,16,16,True,True,18,10,1.2105263157894737,3.842105263157895,2.836734693877551,2.6530612244897958,31.489795918367346,27.54421768707483,0.26
1-0,45,Queen's Pawn Opening,white,15,15,True,True,20,10,1.3636363636363635,0.8648648648648648,3.067415730337079,2.202247191011236,36.752808988764045,34.58426966292135,-0.48
0-1,40,Benko's Opening,black,8,8,True,True,14,20,0.5357142857142857,1.2352941176470589,2.5,2.9615384615384617,33.256410256410255,35.8974358974359,-0.72
1/2-1/2,132,Reti Opening,draw,6,6,True,True,20,24,0.3050847457627119,0.16363636363636364,1.950381679389313,2.7099236641221376,25.064885496183205,27.702290076335878,0.33
1-0,53,Dunst Opening,white,7,7,True,False,22,14,1.2941176470588236,0.4285714285714286,3.6857142857142855,2.057142857142857,36.95238095238095,29.285714285714285,0.42
1-0,63,English Opening,white,10,10,False,False,14,20,0.7023809523809523,1.3617021276595744,2.52,2.424,37.192,31.832,-0.08
1-0,83,Dunst Opening,white,19,19,False,False,16,12,0.375,1.2592592592592593,2.696969696969697,1.9212121212121211,26.21818181818182,21.69090909090909,-0.47
1-0,43,King' s Pawn Opening,white,19,19,True,True,4,6,0.875,0.7037037037037037,2.929411764705882,2.5647058823529414,35.71764705882353,32.15294117647059,1.04
0-1,56,King' s Pawn Opening,black,6,6,True,False,14,4,0.7073170731707317,1.8636363636363635,2.4727272727272727,2.2454545454545456,27.59090909090909,31.318181818181817,1.34
1-0,42,Reti Opening,white,16,16,True,True,12,6,1.2727272727272727,0.675,3.1566265060240966,2.674698795180723,39.433734939759034,33.06024096385542,0.94
0-1,71,Reti Opening,black,14,14,True,False,2,8,1.1267605633802817,1.2063492063492063,2.1857142857142855,2.9214285714285713,28.107142857142858,34.1,0.58
0-1,20,Dunst Opening,black,19,19,True,True,8,10,0.9166666666666666,0.8461538461538461,3.263157894736842,3.3421052631578947,33.81578947368421,34.13157894736842,-0.83
1-0,62,Nimzo-Indian Defense,white,5,5,True,True,18,14,0.3965517241379311,1.2,3.065040650406504,2.3902439024390243,29.723577235772357,23.658536585365855,-0.43
1-0,55,Benko's Opening,white,10,10,True,True,28,32,0.4444444444444445,0.6181818181818183,3.220183486238532,2.4954128440366974,36.58715596330275,34.69724770642202,1.65
0-1,37,English Opening,black,8,8,False,True,2,14,0.9655172413793105,0.7105263157894737,3.2083333333333335,2.7777777777777777,36.40277777777778,33.25,0.71
1-0,51,Queen's Pawn Opening,white,18,18,False,True,26,12,3.307692307692308,0.3076923076923077,3.1584158415841586,2.227722772277228,35.65346534653465,30.92079207920792,-0.35
0-1,45,Reti Opening,black,8,8,True,False,10,28,0.7857142857142857,0.5833333333333333,1.8068181818181819,2.8863636363636362,27.761363636363637,37.23863636363637,0.92
0-1,46,Queen's Pawn Opening,black,10,10,False,True,18,10,0.45714285714285713,1.2424242424242424,2.2333333333333334,2.611111111111111,28.455555555555556,35.044444444444444,-4.91
1-0,46,Reti Opening,white,5,5,False,False,26,10,1.4800000000000002,2.533333333333333,3.3956043956043955,3.1538461538461537,36.78021978021978,33.8021978021978,0.74
1-0,47,Bird's Opening,white,13,13,True,True,14,16,0.7714285714285714,3.0,3.064516129032258,2.881720430107527,36.645161290322584,31.13978494623656,-0.42
0-1,40,Bird's Opening,black,20,20,True,True,10,2,0.5853658536585367,1.2413793103448276,2.58974358974359,2.9871794871794872,30.705128205128204,35.55128205128205,-0.03
1-0,34,Queen's Pawn Opening,white,9,9,False,False,18,4,0.823529411764706,0.5217391304347826,2.671641791044776,2.1940298507462686,36.46268656716418,31.791044776119403,-1.03
1-0,56,Queen's Pawn Opening,white,20,20,False,False,18,8,1.2592592592592593,2.857142857142857,2.0720720720720722,1.3063063063063063,31.027027027027028,23.7027027027027,0.75
1-0,40,Dunst Opening,white,15,15,True,False,22,10,2.0,1.5333333333333332,2.8734177215189876,1.5569620253164558,35.10126582278481,26.556962025316455,2.75
1-0,54,Dunst Opening,white,15,15,True,True,56,10,1.6744186046511629,0.4558823529411765,3.588785046728972,2.3551401869158877,37.822429906542055,32.48598130841121,0.53
1-0,33,Reti Opening,white,9,9,False,True,16,10,1.5,0.4333333333333334,2.6769230769230767,2.9384615384615387,33.63076923076923,32.95384615384615,0.35
1-0,92,Reti Opening,white,14,14,True,True,34,26,0.7384615384615384,1.2000000000000002,2.7540983606557377,2.2240437158469946,28.808743169398905,27.0327868852459,-0.03
0-1,91,Larsen's Opening,black,7,7,True,True,20,30,1.7750000000000001,1.0188679245283019,2.7666666666666666,2.2444444444444445,28.961111111111112,30.283333333333335,0.32
1-0,62,Reti Opening,white,6,6,True,True,14,6,0.43137254901960786,1.1388888888888888,2.813008130081301,1.9024390243902438,31.211382113821138,23.0,2.7
0-1,92,Queen's Pawn Opening,black,19,19,False,True,10,64,0.9807692307692308,1.3,1.6868131868131868,2.769230769230769,24.285714285714285,33.13186813186813,0.55
1-0,42,Reti Opening,white,14,14,False,False,14,12,0.9487179487179488,2.7777777777777777,2.1927710843373496,3.2771084337349397,33.25301204819277,34.024096385542165,0.09
1/2-1/2,141,Reti Opening,draw,17,17,True,True,18,18,1.0606060606060606,3.5625000000000004,1.8214285714285714,2.5642857142857145,18.082142857142856,26.35,-0.7
1-0,75,Bird's Opening,white,10,10,False,True,4,12,2.4074074074074074,0.7500000000000001,2.38255033557047,1.395973154362416,26.885906040268456,20.63758389261745,0.0
0-1,58,Benko's Opening,black,6,6,True,True,8,24,1.2333333333333334,0.5,2.587719298245614,3.1052631578947367,32.62280701754386,37.05263157894737,-0.45
0-1,50,Dunst Opening,black,6,6,True,True,14,32,0.6,0.9148936170212765,2.857142857142857,2.795918367346939,33.33673469387755,37.724489795918366,0.65
1-0,51,Sicilian Defense,white,8,8,True,True,30,16,1.826086956521739,0.5714285714285715,2.702970297029703,3.089108910891089,35.75247524752475,33.722772277227726,0.17
1-0,56,English Opening,white,12,12,False,True,16,20,2.210526315789474,0.5588235294117646,2.5495495495495497,2.864864864864865,34.5945945945946,32.387387387387385,0.73
1-0,55,Larsen's Opening,white,18,18,True,True,24,6,0.9393939393939393,0.9772727272727272,2.7339449541284404,2.8073394495412844,36.93577981651376,31.825688073394495,-3.94
1-0,42,King' s Pawn Opening,white,12,12,True,True,14,8,0.5306122448979592,0.7500000000000001,2.819277108433735,2.9036144578313254,37.25301204819277,34.734939759036145,1.63
0-1,91,Bird's Opening,black,6,6,True,True,30,40,2.1250000000000004,1.5106382978723405,2.477777777777778,2.35,29.52777777777778,31.105555555555554,-3.42
1-0,27,Alekhine's Defense,white,20,20,True,False,2,24,0.793103448275862,0.4444444444444444,2.7547169811320753,2.5849056603773586,36.132075471698116,34.0377358490566,0.7
