result,total_moves,opening,winner,white_skill,black_skill,white_castled,black_castled,white_sacrifices,black_sacrifices,w_knight_to_bishop,b_knight_to_bishop,w_center_control,b_center_control,white_piece_activity,black_piece_activity,eval_after_move_15
1-0,66,King' s Pawn Opening,white,12,12,True,True,8,4,1.6734693877551021,0.7142857142857143,3.236641221374046,2.7099236641221376,35.97709923664122,35.0763358778626,0.48
1-0,41,Larsen's Opening,white,5,5,False,False,4,2,1.2258064516129032,0.8857142857142857,3.0864197530864197,2.506172839506173,34.58024691358025,31.950617283950617,-0.65
1-0,54,Bird's Opening,white,15,15,True,True,2,24,0.6388888888888888,0.6388888888888888,3.3271028037383177,2.7009345794392523,37.046728971962615,35.66355140186916,-0.08
0-1,66,English Opening,black,7,7,True,True,16,22,0.8297872340425533,0.7368421052631579,2.269230769230769,2.523076923076923,27.592307692307692,33.40769230769231,0.53
0-1,58,Dunst Opening,black,13,13,True,True,22,20,0.9166666666666667,1.4074074074074074,3.043859649122807,2.710526315789474,28.859649122807017,35.63157894736842,-1.28
0-1,111,Queen's Pawn Opening,black,17,17,True,True,16,24,1.2702702702702702,0.22826086956521738,1.7954545454545454,2.690909090909091,23.386363636363637,29.786363636363635,-2.31
0-1,74,Larsen's Opening,black,9,9,False,False,6,18,2.1538461538461537,0.23529411764705882,1.3356164383561644,3.1575342465753424,17.69178082191781,32.52054794520548,-0.37
1-0,55,Bird's Opening,white,6,6,True,True,28,10,1.5945945945945945,0.4864864864864865,3.4220183486238533,3.036697247706422,36.72477064220183,35.174311926605505,0.37
0-1,76,Queen's Pawn Opening,black,12,12,True,False,8,16,0.9615384615384615,0.7,2.0933333333333333,2.7933333333333334,24.413333333333334,35.93333333333333,1.16
0-1,47,Bird's Opening,black,14,14,True,True,12,32,1.0666666666666667,0.8035714285714286,2.3260869565217392,3.2717391304347827,32.880434782608695,39.69565217391305,-0.91
0-1,31,Bird's Opening,black,12,12,False,False,14,18,0.575,0.5277777777777778,2.05,2.6333333333333333,30.866666666666667,34.483333333333334,0.74
1-0,72,Queen's Pawn Opening,white,6,6,True,True,34,26,1.5405405405405406,0.74,2.9160839160839163,1.3286713286713288,34.93706293706294,22.321678321678323,2.26
0-1,36,Sicilian Defense,black,9,9,True,True,8,14,1.3928571428571428,0.6341463414634146,2.5714285714285716,3.1285714285714286,32.44285714285714,37.07142857142857,-0.64
1-0,42,Benko's Opening,white,17,17,True,False,24,18,0.6428571428571429,0.894736842105263,3.2409638554216866,2.63855421686747,37.66265060240964,30.987951807228917,1.33
1-0,75,Queen's Pawn Opening,white,13,13,False,False,12,14,2.590909090909091,0.8965517241379312,2.825503355704698,1.9731543624161074,31.758389261744966,23.83221476510067,-0.41
1-0,115,Benko's Opening,white,20,20,True,True,60,20,0.9565217391304348,2.419354838709677,2.3799126637554586,1.8471615720524017,27.85589519650655,21.58515283842795,-0.49
1-0,62,Reti Opening,white,14,14,False,True,18,20,1.1666666666666667,1.0,2.7398373983739837,1.7723577235772359,31.447154471544714,25.609756097560975,-0.07
0-1,37,Dunst Opening,black,7,7,True,True,4,2,0.5909090909090909,0.736842105263158,3.4305555555555554,2.611111111111111,32.916666666666664,36.27777777777778,-1.31
0-1,37,English Opening,black,8,8,True,False,28,16,0.6976744186046512,0.8,2.375,2.4722222222222223,34.5,35.291666666666664,1.01
0-1,76,Benko's Opening,black,13,13,True,False,34,24,0.59375,0.8999999999999999,2.1,2.933333333333333,30.433333333333334,32.82666666666667,-0.13
0-1,70,Queen's Pawn Opening,black,10,10,True,True,10,14,1.0731707317073171,1.0476190476190477,2.108695652173913,1.963768115942029,29.82608695652174,32.61594202898551,0.63
1-0,36,English Opening,white,7,7,True,True,24,2,0.44736842105263164,0.4736842105263158,3.0985915492957745,2.816901408450704,37.014084507042256,35.66197183098591,0.49
1/2-1/2,248,English Opening,draw,14,14,False,True,22,38,0.6129032258064517,0.5333333333333333,1.319838056680162,1.6417004048582995,19.530364372469634,23.629554655870447,-0.99
0-1,104,English Opening,black,10,10,False,True,4,10,2.5806451612903225,0.8620689655172413,1.6990291262135921,2.29126213592233,20.24757281553398,28.009708737864077,0.8
0-1,52,Queen's Pawn Opening,black,18,18,False,True,8,10,1.0540540540540542,0.2631578947368421,1.6470588235294117,2.284313725490196,27.823529411764707,33.03921568627451,4.12
0-1,93,"English, Symmetrical Variation",black,5,5,True,False,18,38,4.866666666666667,2.6666666666666665,2.4402173913043477,2.097826086956522,28.76086956521739,29.36413043478261,0.69
0-1,49,Bird's Opening,black,8,8,True,False,6,12,0.6181818181818182,0.71875,2.9166666666666665,3.2916666666666665,31.125,34.802083333333336,0.33
1-0,76,Reti Opening,white,19,19,True,True,28,12,3.133333333333333,1.7727272727272725,2.437086092715232,1.609271523178808,28.39072847682119,24.225165562913908,-0.19
0-1,22,Larsen's Opening,black,10,10,False,True,6,0,0.8214285714285714,1.1199999999999999,2.9285714285714284,2.4047619047619047,35.023809523809526,33.023809523809526,2.05
1-0,37,Dunst Opening,white,20,20,False,False,4,2,0.21739130434782608,0.92,3.0,2.0273972602739727,36.45205479452055,28.643835616438356,0.5
1-0,83,Dunst Opening,white,17,17,True,False,20,26,0.9729729729729729,0.3764705882352941,2.327272727272727,2.587878787878788,31.12727272727273,28.96969696969697,2.16
1-0,39,King' s Pawn Opening,white,11,11,True,True,10,8,1.65,1.7999999999999998,3.116883116883117,2.4805194805194803,36.42857142857143,34.935064935064936,0.8
0-1,32,King' s Pawn Opening,black,13,13,True,True,6,12,2.0,0.6428571428571429,2.903225806451613,2.532258064516129,30.758064516129032,35.62903225806452,-1.18
1/2-1/2,140,King' s Pawn Opening,draw,13,13,False,False,24,24,0.9166666666666667,0.6562499999999999,1.4480286738351253,1.6057347670250897,16.74551971326165,26.00716845878136,-0.62
1-0,94,Reti Opening,white,15,15,True,True,26,18,0.6875000000000001,0.44615384615384607,2.342245989304813,2.5401069518716577,30.893048128342247,25.449197860962567,0.48
0-1,54,Alekhine's Defense,black,11,11,True,True,14,12,2.8095238095238093,1.0217391304347827,2.330188679245283,2.8773584905660377,32.24528301886792,37.29245283018868,-0.11
1-0,69,Larsen's Opening,white,8,8,True,True,16,28,1.108695652173913,0.43103448275862066,3.1605839416058394,2.4306569343065694,35.92700729927007,32.99270072992701,0.4
0-1,28,Queen's Pawn Opening,black,15,15,True,True,8,12,1.0,0.6153846153846153,3.0185185185185186,2.3518518518518516,36.092592592592595,35.7037037037037,-0.75
0-1,44,Larsen's Opening,black,7,7,True,True,8,8,1.1600000000000001,0.8448275862068966,3.5348837209302326,2.7790697674418605,36.94186046511628,33.01162790697674,0.14
1-0,53,"English, King's Indian Variation",white,7,7,True,True,20,12,0.9,0.47826086956521735,3.3333333333333335,2.8,35.79047619047619,35.266666666666666,0.64
0-1,69,Queen's Pawn Opening,black,20,20,True,True,36,22,0.8333333333333333,1.4651162790697674,2.7426470588235294,1.9852941176470589,25.852941176470587,31.691176470588236,0.59
0-1,36,King' s Pawn Opening,black,19,19,False,True,2,16,1.6818181818181819,1.5217391304347825,3.3,2.3857142857142857,32.94285714285714,33.371428571428574,1.53
0-1,56,Benko's Opening,black,14,14,True,True,10,18,0.38235294117647056,2.357142857142857,2.1636363636363636,1.9454545454545455,30.236363636363638,31.772727272727273,0.19
1-0,52,"English, Agincourt Defense",white,13,13,True,True,26,18,0.9629629629629629,0.7413793103448276,3.4854368932038833,2.9611650485436893,35.398058252427184,34.29126213592233,-0.13
1-0,63,Reti Opening,white,9,9,True,True,6,6,1.7560975609756098,1.0384615384615385,3.264,3.088,34.28,29.872,0.31
0-1,55,Larsen's Opening,black,19,19,False,True,26,30,1.0175438596491229,0.456140350877193,2.4814814814814814,2.8703703703703702,33.72222222222222,37.398148148148145,-0.34
1/2-1/2,266,Larsen's Opening,draw,13,13,True,True,20,24,1.75,0.6307692307692307,1.3018867924528301,1.8320754716981131,21.477358490566036,18.711320754716983,-0.34
0-1,61,Reti Opening,black,11,11,False,False,22,14,0.951219512195122,1.0727272727272728,2.2,2.4166666666666665,29.433333333333334,33.7,0.17
0-1,94,King' s Pawn Opening,black,7,7,True,False,8,20,3.357142857142857,2.75,1.3870967741935485,2.7096774193548385,19.225806451612904,27.85483870967742,-0.7
0-1,29,Bird's Opening,black,5,5,False,True,2,10,0.8846153846153846,0.5789473684210527,1.3928571428571428,3.232142857142857,27.482142857142858,36.732142857142854,-1.82
1-0,48,Alekhine's Defense,white,17,17,True,True,14,4,1.4545454545454546,0.717948717948718,2.294736842105263,2.336842105263158,36.2,32.463157894736845,0.79
0-1,155,Larsen's Opening,black,8,8,False,False,8,46,0.8421052631578948,0.6785714285714286,1.4155844155844155,2.461038961038961,17.42207792207792,23.844155844155843,0.34
1/2-1/2,144,Queen's Pawn Opening,draw,15,15,True,False,26,18,0.27102803738317754,0.8,2.527972027972028,1.562937062937063,26.524475524475523,18.8986013986014,0.93
1-0,44,Queen's Pawn Opening,white,7,7,True,False,26,4,0.8571428571428572,3.0714285714285716,2.8505747126436782,1.8045977011494252,37.98850574712644,26.160919540229884,1.36
1-0,57,Open Sicilian,white,18,18,False,False,34,4,0.46666666666666673,1.1904761904761905,1.7964601769911503,1.6283185840707965,32.68141592920354,22.38053097345133,0.64
1/2-1/2,164,Larsen's Opening,draw,8,8,False,False,16,20,0.5108695652173914,1.1666666666666667,1.469325153374233,1.978527607361963,24.616564417177916,19.030674846625768,-0.41
1-0,68,Larsen's Opening,white,5,5,False,True,44,10,1.7692307692307692,0.8846153846153846,2.903703703703704,1.9333333333333333,33.58518518518518,26.925925925925927,-0.28
1-0,36,Larsen's Opening,white,19,19,False,False,16,12,0.7727272727272728,0.7096774193548386,2.8450704225352115,1.8732394366197183,33.774647887323944,31.985915492957748,-0.63
1-0,66,English Opening,white,20,20,True,True,14,10,2.178571428571429,0.5599999999999999,3.312977099236641,2.0763358778625953,32.05343511450382,33.56488549618321,0.58
1-0,34,King' s Pawn Opening,white,9,9,True,False,32,18,0.823529411764706,1.4400000000000002,3.2388059701492535,2.537313432835821,38.582089552238806,29.671641791044777,0.68
1-0,39,"English, Agincourt Defense",white,13,13,True,False,4,10,1.1025641025641024,0.9090909090909092,2.935064935064935,2.844155844155844,36.97402597402598,32.54545454545455,1.8
1-0,57,Larsen's Opening,white,5,5,False,True,20,14,1.5333333333333332,0.6304347826086957,3.1327433628318584,2.3716814159292037,36.89380530973451,32.68141592920354,0.19
1-0,34,Benko's Opening,white,6,6,True,False,24,10,0.8484848484848486,1.173913043478261,2.955223880597015,2.388059701492537,37.32835820895522,33.35820895522388,0.27
0-1,39,Larsen's Opening,black,10,10,True,True,4,24,0.47222222222222227,0.41463414634146345,2.1578947368421053,3.0526315789473686,33.14473684210526,34.19736842105263,-0.82
0-1,49,Larsen's Opening,black,17,17,True,True,8,20,0.5882352941176471,0.631578947368421,2.1875,3.2604166666666665,23.8125,34.229166666666664,0.15
1-0,138,English Opening,white,13,13,False,False,38,14,2.1212121212121215,2.1212121212121215,1.8618181818181818,2.0327272727272727,23.116363636363637,21.53818181818182,0.43
1-0,40,Queen's Pawn Opening,white,6,6,True,True,24,10,1.9090909090909092,0.64,2.481012658227848,2.329113924050633,35.0253164556962,32.607594936708864,3.01
1-0,69,Benko's Opening,white,6,6,True,False,6,4,0.9122807017543859,1.5882352941176474,2.897810218978102,1.8832116788321167,31.094890510948904,26.32846715328467,-0.24
1-0,48,Dunst Opening,white,6,6,True,False,28,10,1.0,2.857142857142857,2.8421052631578947,2.7157894736842105,35.78947368421053,31.31578947368421,2.41
1-0,54,Benko's Opening,white,13,13,True,True,18,10,0.7692307692307693,1.6944444444444444,3.2429906542056073,2.616822429906542,33.63551401869159,29.130841121495326,0.19
0-1,102,"English, Symmetrical Variation",black,8,8,True,False,8,8,2.138888888888889,1.952380952380952,1.7079207920792079,2.757425742574257,19.599009900990097,26.465346534653467,2.3
1-0,40,Dunst Opening,white,19,19,True,True,10,6,0.7500000000000001,0.7837837837837838,2.8987341772151898,2.759493670886076,34.43037974683544,31.063291139240505,0.57
0-1,54,Dunst Opening,black,15,15,False,False,16,6,0.5,0.9090909090909091,2.4056603773584904,2.5,28.12264150943396,27.71698113207547,-0.48
1-0,50,Dunst Opening,white,18,18,True,True,8,12,0.7321428571428571,1.3333333333333333,2.6262626262626263,2.606060606060606,34.13131313131313,30.12121212121212,-0.64
1-0,37,Bird's Opening,white,10,10,False,False,16,8,1.0555555555555556,0.8965517241379312,2.767123287671233,2.547945205479452,36.71232876712329,31.753424657534246,0.8
0-1,54,King' s Pawn Opening,black,6,6,False,True,4,36,0.7234042553191489,0.2916666666666667,3.1226415094339623,3.6132075471698113,33.79245283018868,38.79245283018868,-0.43
1-0,81,Bird's Opening,white,20,20,True,True,18,18,0.38461538461538464,0.19480519480519484,2.559006211180124,2.2422360248447206,31.453416149068325,27.658385093167702,0.17
1-0,62,Bird's Opening,white,5,5,True,False,36,14,0.9038461538461537,0.8,2.796747967479675,3.016260162601626,34.08130081300813,29.0,0.35
0-1,57,Reti Opening,black,5,5,False,False,8,2,1.6250000000000002,0.43333333333333335,2.5625,2.2410714285714284,27.232142857142858,27.473214285714285,0.36
1-0,44,"English, Agincourt Defense",white,12,12,True,True,24,10,1.0512820512820513,1.4666666666666666,3.310344827586207,2.2758620689655173,34.87356321839081,32.160919540229884,0.3
0-1,26,Dunst Opening,black,16,16,True,True,2,4,0.3235294117647059,0.7307692307692308,2.54,2.96,29.94,32.58,0.0
1/2-1/2,220,Bird's Opening,draw,6,6,True,True,4,10,0.25311203319502074,0.464968152866242,2.4406392694063928,1.4817351598173516,25.009132420091323,18.82648401826484,1.71
1-0,32,Bird's Opening,white,7,7,True,True,8,8,1.3846153846153846,0.9393939393939394,2.9365079365079363,2.9523809523809526,34.698412698412696,34.36507936507937,-0.4
1-0,38,King' s Pawn Opening,white,12,12,False,True,26,16,1.1333333333333335,0.4571428571428572,2.36,2.28,37.24,30.453333333333333,-1.3
1-0,43,Dunst Opening,white,13,13,True,False,24,10,0.5,0.48780487804878053,3.1176470588235294,2.411764705882353,34.4,30.31764705882353,-0.49
1-0,27,Dunst Opening,white,5,5,True,True,12,12,0.6388888888888888,0.8999999999999999,3.5660377358490565,3.4339622641509435,34.35849056603774,37.056603773584904,-1.09
0-1,72,Dunst Opening,black,9,9,True,True,20,8,0.4634146341463415,0.42857142857142855,2.556338028169014,2.9014084507042255,29.183098591549296,31.190140845070424,-0.33
0-1,80,"English, Agincourt Defense",black,12,12,True,True,30,6,0.45454545454545453,0.5454545454545454,1.8481012658227849,2.329113924050633,25.126582278481013,32.60126582278481,0.03
0-1,66,Dunst Opening,black,8,8,False,True,0,34,0.4615384615384615,1.5348837209302326,2.246153846153846,3.3615384615384616,27.976923076923075,35.04615384615385,-1.42
0-1,39,English Opening,black,16,16,True,True,10,8,0.9199999999999999,1.0833333333333333,2.6710526315789473,3.0526315789473686,35.11842105263158,33.94736842105263,0.87
1-0,38,Queen's Pawn Opening,white,8,8,True,False,14,18,0.8749999999999999,0.7000000000000001,3.36,3.32,40.06666666666667,35.70666666666666,2.76
1-0,78,Indian Game,white,17,17,True,True,18,8,0.47945205479452063,0.45999999999999996,1.8451612903225807,2.7483870967741937,33.52903225806452,23.296774193548387,0.93
0-1,27,Benko's Opening,black,5,5,True,False,6,2,1.44,0.7222222222222222,3.5384615384615383,2.8076923076923075,35.55769230769231,33.71153846153846,1.66
1/2-1/2,154,Bird's Opening,draw,5,5,False,True,28,28,1.842105263157895,0.3170731707317073,2.2801302931596092,1.758957654723127,19.706840390879478,24.02931596091205,2.5
1-0,38,Queen's Pawn Opening,white,14,14,False,True,22,26,0.9729729729729729,0.78125,2.7333333333333334,2.453333333333333,35.266666666666666,32.22666666666667,0.67
0-1,94,Larsen's Opening,black,15,15,True,False,14,8,1.074074074074074,3.1025641025641026,2.639784946236559,2.467741935483871,29.913978494623656,31.22043010752688,0.06
1-0,43,Benko's Opening,white,20,20,True,True,18,6,1.259259259259259,0.8518518518518519,1.8705882352941177,1.6941176470588235,31.564705882352943,25.294117647058822,0.8
0-1,87,Reti Opening,black,15,15,True,True,4,18,1.0555555555555556,0.9310344827586207,2.0930232558139537,2.7790697674418605,26.75581395348837,32.93604651162791,-0.46
1-0,57,Benko's Opening,white,8,8,False,True,20,4,1.8125000000000002,0.5217391304347826,2.9469026548672566,2.52212389380531,34.415929203539825,34.05309734513274,-0.52
0-1,97,Benko's Opening,black,11,11,True,False,10,30,0.3246753246753247,0.3409090909090909,1.53125,2.6458333333333335,23.072916666666668,27.458333333333332,0.92
1/2-1/2,179,"English, Agincourt Defense",draw,20,20,True,True,30,20,1.0588235294117647,4.142857142857143,2.0756302521008405,1.2296918767507004,19.719887955182074,21.88795518207283,0.62
1/2-1/2,183,Benko's Opening,draw,13,13,True,True,20,6,0.4931506849315068,1.7391304347826086,1.7912087912087913,1.3873626373626373,22.843406593406595,16.557692307692307,-0.57
1/2-1/2,141,Benko's Opening,draw,7,7,True,True,26,26,2.0,0.2066115702479339,1.8,2.392857142857143,23.478571428571428,22.114285714285714,-0.5
1-0,61,"English, Symmetrical Variation",white,17,17,True,True,32,30,0.7619047619047619,0.8444444444444444,2.809917355371901,2.322314049586777,33.97520661157025,29.75206611570248,-0.25
0-1,56,"English, Symmetrical Variation",black,18,18,True,True,2,12,0.8749999999999999,1.1166666666666665,2.7,3.0545454545454547,29.145454545454545,34.57272727272727,0.58
0-1,67,Reti Opening,black,20,20,True,False,10,42,0.7166666666666668,0.2666666666666667,2.090909090909091,3.0606060606060606,25.015151515151516,31.454545454545453,0.59
1-0,28,Bird's Opening,white,12,12,True,True,18,0,0.7812500000000001,0.5263157894736842,3.2363636363636363,3.2,35.54545454545455,35.6,-0.49
0-1,45,Larsen's Opening,black,8,8,True,True,14,36,0.8,1.6666666666666667,3.102272727272727,2.840909090909091,31.363636363636363,35.46590909090909,0.42
1/2-1/2,167,English Opening,draw,20,20,False,True,32,38,7.176470588235295,0.13599999999999998,1.3012048192771084,2.177710843373494,18.837349397590362,21.509036144578314,0.05
1-0,70,"English, Mikenas-Carls Variation",white,19,19,False,False,36,4,0.8648648648648648,0.8378378378378377,2.6402877697841727,2.3597122302158273,35.42446043165467,26.611510791366907,1.39
0-1,66,Dunst Opening,black,5,5,True,True,20,34,1.090909090909091,1.9714285714285715,2.1,2.730769230769231,24.876923076923077,33.646153846153844,-1.69
1-0,101,Italian Game,white,6,6,True,True,26,20,0.5454545454545455,1.2307692307692306,2.3034825870646767,1.472636815920398,29.124378109452735,19.243781094527364,1.91
1-0,49,King' s Pawn Opening,white,6,6,False,True,10,20,0.3157894736842105,0.5,2.463917525773196,2.9690721649484537,33.649484536082475,33.8041237113402,0.26
0-1,53,Queen's Pawn Opening,black,14,14,True,True,14,4,2.1666666666666665,0.2857142857142857,2.4711538461538463,2.076923076923077,29.884615384615383,36.25961538461539,0.66
1-0,40,King' s Pawn Opening,white,5,5,False,False,6,24,0.5555555555555556,0.6785714285714286,2.5569620253164556,2.9367088607594938,37.063291139240505,33.075949367088604,3.15
0-1,55,Reti Opening,black,6,6,True,True,10,2,0.6444444444444445,0.3472222222222222,2.1574074074074074,2.9537037037037037,30.75925925925926,32.99074074074074,0.71
0-1,74,King' s Pawn Opening,black,20,20,True,True,22,22,0.9782608695652174,0.7954545454545455,2.3767123287671232,2.6301369863013697,28.205479452054796,33.50684931506849,0.48
1/2-1/2,139,Alekhine's Defense,draw,20,20,True,True,36,26,1.3333333333333333,1.15,0.9963898916967509,1.483754512635379,16.595667870036102,24.451263537906136,0.73
1-0,83,Queen's Pawn Opening,white,12,12,True,False,30,22,0.5714285714285715,0.53125,1.8424242424242425,2.0303030303030303,29.484848484848484,24.272727272727273,-0.58
0-1,8,Benko's Opening,black,13,13,False,False,0,2,1.0,1.0,1.5714285714285714,1.2142857142857142,29.571428571428573,31.285714285714285,
0-1,35,Larsen's Opening,black,5,5,True,True,12,16,0.6,0.4324324324324324,2.3823529411764706,2.411764705882353,30.514705882352942,37.8235294117647,-1.69
1-0,82,Queen's Pawn Opening,white,6,6,False,False,26,28,1.5227272727272727,1.0588235294117647,2.2699386503067487,1.7177914110429449,31.619631901840492,21.607361963190183,1.22
0-1,43,Nimzo-Larsen Attack,black,19,19,True,True,10,16,1.4,1.8571428571428572,3.130952380952381,3.130952380952381,33.11904761904762,35.51190476190476,0.22
1-0,54,Reti Opening,white,14,14,True,True,60,10,0.9473684210526315,0.7272727272727273,2.5700934579439254,1.8504672897196262,33.598130841121495,24.523364485981308,-0.41
1-0,53,English Opening,white,7,7,True,False,14,4,0.4468085106382979,0.5849056603773585,2.933333333333333,2.7333333333333334,38.38095238095238,27.285714285714285,2.17
0-1,57,English Opening,black,9,9,False,True,32,30,0.546875,0.5394736842105263,2.4642857142857144,3.2589285714285716,31.3125,38.36607142857143,-0.25
0-1,70,Bird's Opening,black,5,5,True,True,10,18,1.7857142857142856,1.1666666666666665,2.289855072463768,2.4130434782608696,24.079710144927535,30.6231884057971,-2.19
1-0,88,Bird's Opening,white,10,10,True,False,22,20,0.7073170731707317,0.6363636363636364,1.8628571428571428,2.52,29.354285714285716,20.954285714285714,0.35
1-0,64,Larsen's Opening,white,11,11,True,True,26,14,0.8431372549019607,1.5454545454545456,2.5826771653543306,1.8661417322834646,34.85826771653543,29.4251968503937,1.12
0-1,67,Reti Opening,black,5,5,True,True,18,20,1.6,1.0,2.507575757575758,2.856060606060606,28.234848484848484,34.20454545454545,0.7
1/2-1/2,204,Reti Opening,draw,13,13,True,True,4,10,0.3095238095238095,3.8461538461538467,1.4054054054054055,2.031941031941032,17.029484029484028,24.245700245700245,0.01
0-1,46,Dunst Opening,black,7,7,True,True,16,12,1.0,0.7352941176470589,2.6,2.1,30.966666666666665,33.71111111111111,0.34
0-1,118,English Opening,black,7,7,True,True,8,24,0.6091954022988506,1.1323529411764706,1.9188034188034189,2.1196581196581197,23.700854700854702,30.26923076923077,0.74
1-0,34,English Opening,white,7,7,False,False,10,2,0.8461538461538461,0.7105263157894738,3.4328358208955225,2.626865671641791,38.656716417910445,30.82089552238806,2.0
0-1,44,Dunst Opening,black,14,14,False,True,10,8,0.6888888888888889,1.3783783783783783,2.3372093023255816,2.8488372093023258,35.593023255813954,35.093023255813954,-0.9
0-1,76,Bird's Opening,black,20,20,True,True,14,20,0.34615384615384615,0.39344262295081966,2.4066666666666667,2.64,24.926666666666666,30.493333333333332,-0.38
1-0,69,Queen's Pawn Opening,white,12,12,True,False,66,20,1.3599999999999999,1.2000000000000002,2.6934306569343067,1.9927007299270072,31.78102189781022,24.26277372262774,0.04
0-1,56,King' s Pawn Opening,black,17,17,False,True,12,18,1.076923076923077,1.105263157894737,2.5454545454545454,2.3545454545454545,28.490909090909092,32.336363636363636,0.89
0-1,47,Bird's Opening,black,10,10,True,True,2,4,0.696969696969697,1.1794871794871795,2.010869565217391,3.402173913043478,26.67391304347826,37.02173913043478,-0.5
0-1,35,Queen's Gambit,black,7,7,True,True,8,42,1.4800000000000002,0.5853658536585366,2.588235294117647,3.0,30.926470588235293,38.4264705882353,-0.04
1/2-1/2,138,Reti Opening,draw,10,10,False,True,36,16,1.25,2.083333333333333,2.1636363636363636,1.4327272727272726,19.978181818181817,26.14909090909091,-1.94
0-1,48,Larsen's Opening,black,15,15,True,True,6,18,1.3636363636363635,2.0,2.776595744680851,2.8191489361702127,33.02127659574468,35.308510638297875,-0.15
0-1,53,English Opening,black,10,10,True,True,10,38,1.3181818181818183,0.5957446808510639,2.644230769230769,3.2403846153846154,25.73076923076923,34.86538461538461,-0.27
1-0,55,Dunst Opening,white,8,8,True,True,16,24,2.0555555555555554,2.032258064516129,2.477064220183486,2.4862385321100917,39.36697247706422,33.84403669724771,-1.75
1/2-1/2,198,Reti Opening,draw,14,14,True,True,16,22,2.027027027027027,0.29411764705882354,1.8987341772151898,1.460759493670886,17.622784810126582,22.093670886075948,-0.05
0-1,100,Benko's Opening,black,6,6,True,True,14,18,0.5694444444444445,0.7788461538461539,2.1464646464646466,2.45959595959596,23.333333333333332,33.26262626262626,0.13
0-1,73,Dunst Opening,black,9,9,True,True,16,10,0.7704918032786885,0.532258064516129,2.361111111111111,2.4930555555555554,26.881944444444443,30.520833333333332,0.79
0-1,43,Larsen's Opening,black,12,12,True,True,12,14,0.8636363636363636,0.4146341463414634,2.3214285714285716,2.4047619047619047,32.083333333333336,35.05952380952381,-0.15
1/2-1/2,198,Larsen's Opening,draw,15,15,True,True,18,22,0.2556390977443609,0.6764705882352942,1.6278481012658228,1.8430379746835444,19.97721518987342,23.554430379746837,0.68
0-1,58,Benko's Opening,black,9,9,True,True,10,42,0.6326530612244897,0.7924528301886794,2.0350877192982457,3.324561403508772,28.236842105263158,38.026315789473685,0.04
1-0,46,Reti Opening,white,20,20,True,True,26,0,0.813953488372093,0.42105263157894735,2.7252747252747254,2.241758241758242,37.31868131868132,28.0989010989011,0.59
0-1,46,Dunst Opening,black,14,14,True,True,18,24,0.5094339622641509,0.3148148148148148,1.7666666666666666,2.3666666666666667,29.0,35.388888888888886,-0.69
0-1,132,Larsen's Opening,black,10,10,True,False,18,34,0.375,0.7378640776699029,2.0229007633587788,2.7480916030534353,27.438931297709924,31.732824427480917,-2.53
1/2-1/2,116,Queen's Pawn Opening,draw,14,14,False,False,12,14,1.6911764705882353,0.1595744680851064,2.168831168831169,1.8354978354978355,27.852813852813853,25.251082251082252,3.96
1-0,41,Larsen's Opening,white,12,12,True,True,4,8,0.8837209302325582,1.2758620689655171,2.7901234567901234,2.7777777777777777,36.148148148148145,32.074074074074076,0.94
0-1,48,King' s Pawn Opening,black,14,14,False,False,6,26,0.36666666666666664,1.2682926829268293,2.25531914893617,2.382978723404255,24.404255319148938,32.3936170212766,-4.45
0-1,58,"English, Symmetrical Variation",black,13,13,False,True,18,44,0.9024390243902439,2.6956521739130435,2.7719298245614037,3.008771929824561,28.42982456140351,35.175438596491226,-0.19
1-0,80,Dunst Opening,white,9,9,False,False,14,16,0.2903225806451613,0.29310344827586204,2.779874213836478,2.2641509433962264,31.40251572327044,30.446540880503143,0.26
1-0,35,Benko's Opening,white,17,17,True,True,10,8,0.8695652173913043,0.7391304347826086,2.927536231884058,2.898550724637681,37.333333333333336,34.91304347826087,0.21
1/2-1/2,94,King' s Pawn Opening,draw,19,19,True,True,20,16,1.0,0.3240740740740741,2.032258064516129,2.21505376344086,24.526881720430108,24.537634408602152,0.19
1-0,91,King' s Pawn Opening,white,11,11,True,True,20,22,1.2962962962962963,0.9032258064516129,2.2430939226519335,1.3314917127071824,31.138121546961326,20.18232044198895,0.49
0-1,60,Larsen's Opening,black,17,17,False,False,18,32,4.3076923076923075,0.15,2.23728813559322,2.2796610169491527,25.60169491525424,32.70338983050848,1.63
0-1,70,Benko's Opening,black,8,8,True,False,6,10,0.9272727272727274,0.532258064516129,2.253623188405797,2.5144927536231885,27.28985507246377,31.492753623188406,0.26
1-0,50,Dunst Opening,white,10,10,True,True,24,24,0.7222222222222222,0.5,3.2525252525252526,2.3838383838383836,34.96969696969697,29.13131313131313,-0.61
0-1,67,Bird's Opening,black,6,6,False,False,12,40,2.375,1.472222222222222,2.0681818181818183,2.992424242424242,26.568181818181817,37.303030303030305,-0.67
1/2-1/2,165,King' s Pawn Opening,draw,9,9,True,False,30,28,0.20930232558139533,1.413793103448276,1.486322188449848,2.0151975683890577,17.76595744680851,29.61094224924012,0.0
1-0,48,"English, Symmetrical Variation",white,13,13,True,True,8,8,1.2926829268292683,0.6612903225806451,3.0736842105263156,2.389473684210526,37.26315789473684,32.17894736842105,0.35
1-0,76,Larsen's Opening,white,20,20,True,True,36,40,1.375,1.5217391304347825,2.337748344370861,2.728476821192053,33.033112582781456,30.52980132450331,1.7
