result,total_moves,opening,winner,white_skill,black_skill,white_castled,black_castled,opposite_side_castle,white_sacrifices,black_sacrifices,w_knight_to_bishop,b_knight_to_bishop,w_center_control,b_center_control,white_piece_activity,black_piece_activity,eval_after_move_15
0-1,27,Larsen's Opening,black,19,19,False,True,False,0,8,1.0476190476190477,0.5,2.8653846153846154,2.8076923076923075,32.48076923076923,38.34615384615385,-2.23
1-0,90,Dunst Opening,white,8,8,True,True,True,36,10,0.3855421686746988,1.7894736842105263,2.4972067039106145,2.3854748603351954,30.99441340782123,22.64245810055866,-0.07
1-0,58,Benko's Opening,white,11,11,True,True,False,10,4,0.3846153846153846,0.4057971014492754,3.217391304347826,2.982608695652174,37.50434782608696,33.85217391304348,0.21
1-0,81,Dunst Opening,white,7,7,False,False,False,20,16,0.3148148148148148,0.2608695652173913,2.8385093167701863,2.049689440993789,28.080745341614907,21.267080745341616,-1.38
0-1,80,Benko's Opening,black,6,6,True,True,True,6,24,0.4782608695652174,0.4027777777777778,1.9873417721518989,3.1012658227848102,26.56962025316456,36.41139240506329,0.97
1-0,68,King' s Pawn Opening,white,13,13,True,True,True,14,20,1.103448275862069,0.8208955223880597,2.140740740740741,2.7555555555555555,29.762962962962963,27.43703703703704,-0.32
1-0,68,Larsen's Opening,white,15,15,True,True,True,20,22,0.3230769230769231,0.6315789473684211,3.325925925925926,2.3703703703703702,33.696296296296296,28.77777777777778,1.23
1-0,43,Queen's Pawn Opening,white,11,11,True,True,True,6,10,0.8620689655172413,0.9433962264150942,3.4352941176470586,1.9176470588235293,37.71764705882353,31.011764705882356,0.94
0-1,68,English Opening,black,5,5,True,True,False,16,16,0.5116279069767441,1.472222222222222,2.164179104477612,2.8582089552238807,22.529850746268657,31.46268656716418,0.17
1-0,75,Caro-Kann Defense,white,9,9,True,True,False,12,8,1.5952380952380951,0.7333333333333334,2.7449664429530203,1.7919463087248322,30.61744966442953,21.093959731543624,0.76
1-0,60,Dunst Opening,white,9,9,True,True,True,16,12,1.0476190476190477,1.9047619047619049,2.5126050420168067,1.899159663865546,32.72268907563025,24.361344537815125,0.93
0-1,72,Reti Opening,black,9,9,True,False,False,18,14,1.125,0.7931034482758621,2.3943661971830985,1.7112676056338028,24.422535211267604,25.83098591549296,0.66
0-1,66,Sicilian Defense,black,20,20,True,True,False,20,22,1.1020408163265307,2.3157894736842106,2.246153846153846,2.453846153846154,25.27692307692308,31.407692307692308,0.17
0-1,36,Reti Opening,black,15,15,True,True,True,2,40,0.5199999999999999,1.4285714285714286,1.9857142857142855,2.6142857142857143,26.242857142857144,37.32857142857143,-1.15
0-1,72,King' s Pawn Opening,black,18,18,True,True,False,26,38,0.4680851063829787,0.7105263157894737,2.0774647887323945,2.4788732394366195,28.0,32.20422535211268,1.89
0-1,35,English Opening,black,12,12,True,False,False,20,6,1.1153846153846154,0.6153846153846154,3.161764705882353,2.926470588235294,35.205882352941174,36.5735294117647,0.42
1-0,77,Dunst Opening,white,7,7,True,False,False,38,10,1.14,0.3777777777777777,2.92156862745098,1.973856209150327,32.947712418300654,27.522875816993466,0.22
0-1,75,Dunst Opening,black,14,14,False,False,False,8,34,0.5,1.5294117647058822,1.7702702702702702,3.054054054054054,19.195945945945947,28.87837837837838,-1.83
1-0,64,Larsen's Opening,white,14,14,True,True,False,10,0,0.7142857142857142,0.6785714285714285,2.3858267716535435,1.7559055118110236,26.65354330708661,24.0,0.26
1-0,45,"English, Symmetrical Variation",white,19,19,False,True,False,20,16,0.5769230769230769,1.138888888888889,3.415730337078652,2.3707865168539324,36.674157303370784,32.831460674157306,0.47
1/2-1/2,172,Dunst Opening,draw,11,11,True,False,False,16,14,0.5104166666666667,0.5172413793103448,1.4649122807017545,1.260233918128655,24.51169590643275,14.476608187134502,0.36
1-0,40,Dunst Opening,white,16,16,True,False,False,22,4,0.9189189189189187,0.7674418604651163,2.759493670886076,1.7468354430379749,37.607594936708864,31.56962025316456,0.02
0-1,33,Queen's Indian Defense,black,14,14,True,True,False,0,8,0.9696969696969696,0.8823529411764706,2.796875,2.546875,35.265625,35.5625,0.22
0-1,47,Benko's Opening,black,15,15,True,True,False,2,48,0.76,0.7903225806451613,1.9565217391304348,3.2934782608695654,31.467391304347824,38.619565217391305,-2.39
0-1,50,English Opening,black,12,12,True,False,False,16,10,0.8387096774193548,1.1785714285714286,2.459183673469388,2.5,27.336734693877556,33.40816326530612,-1.77
0-1,57,Dunst Opening,black,13,13,False,False,False,18,20,0.84,0.5909090909090909,2.008928571428572,2.633928571428572,25.723214285714285,32.232142857142854,-1.18
0-1,56,Larsen's Opening,black,14,14,False,False,False,14,8,1.9545454545454544,0.6363636363636364,2.2545454545454544,2.5090909090909093,24.39090909090909,28.40909090909091,-3.87
0-1,62,King' s Pawn Opening,black,7,7,True,True,False,14,22,1.2142857142857142,0.2786885245901639,2.2131147540983607,2.0491803278688523,26.24590163934426,27.75409836065574,1.07
1/2-1/2,80,Trompowsky Attack,draw,10,10,True,True,False,18,8,1.125,0.2872340425531914,2.314465408805032,2.371069182389937,33.14465408805032,34.35220125786164,-0.21
1/2-1/2,159,Reti Opening,draw,15,15,False,True,False,10,18,0.4883720930232558,0.1984126984126984,1.5646687697160884,1.864353312302839,13.83596214511041,26.14511041009464,-1.64
1-0,67,Dunst Opening,white,8,8,True,True,False,18,12,0.3055555555555555,0.9767441860465116,2.661654135338346,2.669172932330827,34.203007518796994,25.69924812030075,-0.02
1-0,94,Larsen's Opening,white,7,7,False,True,False,18,12,0.8529411764705882,1.36,2.1818181818181817,1.481283422459893,28.67379679144385,18.62032085561497,-0.26
1-0,52,Bird's Opening,white,16,16,True,False,False,16,12,0.5357142857142857,1.4166666666666667,2.3592233009708736,1.4368932038834952,31.660194174757283,24.74757281553398,-0.04
1-0,49,Veresov Attack,white,15,15,True,False,False,44,16,0.8636363636363638,0.8409090909090908,2.948453608247423,2.525773195876289,35.670103092783506,33.51546391752577,-2.64
1-0,69,Benko's Opening,white,13,13,True,True,False,24,20,0.6031746031746031,0.5555555555555555,2.452554744525548,2.3065693430656933,33.24087591240876,24.27007299270073,-0.01
1-0,76,Reti Opening,white,13,13,False,False,False,28,6,0.3571428571428571,2.4,1.9403973509933772,1.7549668874172186,30.90728476821192,23.337748344370866,3.16
1-0,55,Queen's Pawn Opening,white,14,14,False,False,False,14,14,1.181818181818182,0.8148148148148149,2.981651376146789,1.743119266055046,32.88990825688074,28.412844036697248,0.67
0-1,84,Reti Opening,black,18,18,True,True,False,12,34,0.4310344827586206,0.5813953488372093,1.879518072289157,2.6144578313253013,28.40963855421687,33.3433734939759,-0.03
1/2-1/2,130,Bird's Opening,draw,15,15,True,False,False,28,16,0.4571428571428571,0.90625,1.810077519379845,1.988372093023256,23.782945736434108,20.170542635658915,0.22
0-1,80,English Opening,black,20,20,True,True,False,8,36,0.5576923076923077,0.8823529411764706,2.3227848101265822,2.462025316455696,26.670886075949365,29.18354430379747,0.17
1-0,48,"English, Symmetrical Variation",white,20,20,True,True,False,26,18,0.6585365853658537,0.5777777777777777,2.652631578947368,2.536842105263158,34.55789473684211,32.85263157894737,0.28
1-0,60,Larsen's Opening,white,5,5,True,True,False,28,20,0.2,0.2,2.966386554621849,2.756302521008404,37.65546218487395,32.97478991596638,0.67
1-0,65,Benko's Opening,white,5,5,True,True,False,32,16,0.3833333333333333,0.4761904761904762,2.627906976744186,2.503875968992248,35.27906976744186,28.48062015503876,0.38
0-1,39,Alekhine's Defense,black,18,18,False,True,False,10,12,0.6046511627906977,0.5227272727272727,1.7236842105263157,2.8026315789473686,32.73684210526316,35.10526315789474,0.22
0-1,49,Benko's Opening,black,16,16,True,True,False,16,20,1.2857142857142858,0.4782608695652174,3.0,2.84375,33.625,32.90625,-0.24
1-0,43,Dunst Opening,white,6,6,True,True,True,2,10,0.8275862068965517,1.16,2.9176470588235293,3.3529411764705883,34.576470588235296,39.09411764705882,0.32
0-1,31,Queen's Pawn Opening,black,8,8,False,True,False,4,24,0.7586206896551725,0.6571428571428571,2.7333333333333334,3.1166666666666667,33.05,35.483333333333334,0.11
0-1,77,Dunst Opening,black,18,18,True,True,False,2,24,0.6271186440677965,0.9710144927536232,2.460526315789474,2.585526315789474,25.04605263157895,30.09210526315789,-0.51
0-1,68,Dunst Opening,black,11,11,True,False,False,4,22,3.8125,0.6799999999999999,3.111940298507463,2.6194029850746268,28.37313432835821,31.42537313432836,0.14
1-0,52,Queen's Pawn Opening,white,16,16,True,True,True,20,10,0.8518518518518519,0.5510204081632654,2.533980582524272,2.7572815533980584,35.37864077669903,26.106796116504853,3.07
1-0,45,King' s Pawn Opening,white,14,14,True,True,False,18,10,0.3035714285714285,3.058823529411765,3.101123595505618,2.8764044943820224,36.235955056179776,34.61797752808989,0.83
0-1,60,English Opening,black,20,20,True,True,False,24,22,1.1612903225806452,0.5694444444444444,1.8983050847457628,2.8135593220338984,26.04237288135593,31.95762711864407,0.38
0-1,32,Bird's Opening,black,9,9,True,False,False,14,22,0.923076923076923,0.5357142857142858,2.419354838709677,3.129032258064516,33.596774193548384,35.564516129032256,-1.39
1-0,65,Bird's Opening,white,18,18,True,False,False,16,22,0.7916666666666665,0.2650602409638554,2.558139534883721,3.13953488372093,37.93023255813954,31.302325581395348,-0.12
1-0,75,Benko's Opening,white,10,10,True,True,False,20,14,0.7466666666666667,0.9655172413793104,2.959731543624161,2.3221476510067114,33.12751677852349,26.97986577181208,0.77
1-0,69,Benko's Opening,white,19,19,False,False,False,42,16,0.375,0.6756756756756757,2.3795620437956204,2.343065693430657,34.47445255474452,24.335766423357665,1.61
0-1,52,Larsen's Opening,black,5,5,True,True,False,6,10,1.785714285714286,0.2708333333333333,2.372549019607843,3.1372549019607843,31.764705882352946,35.96078431372549,-0.23
0-1,52,Queen's Pawn Opening,black,7,7,True,True,False,12,14,1.34375,0.6304347826086956,2.784313725490196,3.215686274509804,34.745098039215684,36.294117647058826,-0.71
0-1,57,Dunst Opening,black,5,5,True,True,False,12,14,1.7307692307692306,0.5,2.5357142857142856,2.392857142857143,30.848214285714285,32.88392857142857,-0.61
1-0,80,English Opening,white,18,18,True,True,False,48,26,0.8333333333333334,0.4719101123595505,2.8050314465408803,2.8867924528301887,31.67295597484277,29.61635220125786,0.48
1-0,44,Bird's Opening,white,18,18,True,True,False,6,14,1.45,0.4901960784313725,3.6091954022988495,3.1724137931034484,37.51724137931034,31.33333333333333,-0.47
1-0,58,Dunst Opening,white,20,20,False,False,False,40,22,1.2903225806451613,2.0454545454545454,2.9217391304347826,3.017391304347826,33.59130434782609,31.495652173913044,0.76
0-1,71,Larsen's Opening,black,5,5,True,True,False,22,16,1.375,2.176470588235294,2.3642857142857143,2.4785714285714286,27.95,33.47857142857143,0.18
1/2-1/2,121,Reti Opening,draw,14,14,True,True,False,20,26,0.5862068965517241,1.1224489795918366,2.1,1.775,26.52083333333333,18.05,-0.13
0-1,67,Queen's Pawn Game,black,8,8,False,True,False,8,10,0.7333333333333334,0.4107142857142857,1.643939393939394,2.659090909090909,22.28787878787879,31.28787878787879,-0.23
0-1,57,King' s Pawn Opening,black,17,17,True,True,False,24,40,1.4736842105263157,1.0799999999999998,2.5535714285714284,3.2410714285714284,31.1875,35.169642857142854,2.76
1-0,81,Dunst Opening,white,7,7,True,False,False,14,8,1.5593220338983051,0.6111111111111112,3.130434782608696,1.9254658385093169,30.92546583850932,25.099378881987576,0.2
1/2-1/2,149,Bird's Opening,draw,17,17,True,True,True,30,4,0.7391304347826086,0.689655172413793,1.641891891891892,1.162162162162162,23.533783783783782,15.385135135135137,0.35
0-1,66,Larsen's Opening,black,5,5,False,True,False,32,54,0.6666666666666667,1.3529411764705883,2.0923076923076924,1.9230769230769231,27.17692307692308,33.51538461538462,1.24
1-0,35,Bird's Opening,white,19,19,True,True,False,20,10,0.7999999999999999,0.9,2.5217391304347827,2.318840579710145,32.79710144927536,29.797101449275363,-0.92
1-0,48,Reti Opening,white,11,11,True,False,False,22,2,0.8301886792452831,1.1388888888888888,2.747368421052632,2.2526315789473683,38.90526315789474,30.03157894736842,1.49
1-0,95,Reti Opening,white,12,12,True,False,True,22,42,0.6486486486486486,0.8333333333333334,2.6507936507936507,2.195767195767196,32.042328042328045,24.67195767195767,0.15
0-1,105,King' s Pawn Opening,black,9,9,True,True,True,22,26,0.9428571428571428,0.5789473684210527,1.6778846153846154,2.581730769230769,22.798076923076923,31.02403846153846,-1.97
0-1,42,"English, Agincourt Defense",black,17,17,True,True,False,6,40,0.6666666666666666,0.7741935483870966,2.524390243902439,2.573170731707317,30.451219512195124,36.670731707317074,0.73
0-1,55,Bird's Opening,black,15,15,False,False,False,12,38,0.8260869565217392,0.7924528301886793,2.5462962962962963,3.037037037037037,29.675925925925927,33.666666666666664,1.37
0-1,52,Larsen's Opening,black,12,12,True,True,False,36,40,0.4807692307692308,0.5,3.019607843137255,3.2745098039215685,34.294117647058826,36.77450980392157,-0.19
0-1,68,Benko's Opening,black,13,13,True,True,False,8,14,1.314285714285714,1.0344827586206895,1.492537313432836,2.208955223880597,20.0,29.007462686567163,0.32
0-1,39,Bird's Opening,black,7,7,True,False,False,8,12,0.4857142857142857,0.2682926829268293,2.881578947368421,2.131578947368421,33.1578947368421,34.36842105263158,-2.27
1-0,44,Reti Opening,white,13,13,True,True,False,12,12,0.3859649122807017,0.9189189189189187,2.586206896551724,2.528735632183908,36.44827586206897,37.47126436781609,-0.27
1-0,38,Dunst Opening,white,19,19,True,False,False,44,20,1.2857142857142856,0.7272727272727272,3.1066666666666665,2.6,37.50666666666667,32.25333333333333,-0.91
0-1,65,Sicilian Defense,black,12,12,True,True,False,2,32,2.8,0.2978723404255319,2.71875,3.6171875,32.6796875,34.0625,-0.33
1-0,82,"English, Symmetrical Variation",white,11,11,True,True,False,6,20,0.5789473684210527,0.5535714285714286,2.03680981595092,2.226993865030675,28.625766871165645,26.6319018404908,-0.02
1-0,51,Reti Opening,white,15,15,True,False,False,32,8,0.7647058823529411,0.6923076923076923,2.871287128712871,1.2772277227722773,37.92079207920792,23.465346534653467,-0.38
1-0,65,Benko's Opening,white,13,13,True,True,False,28,12,0.7659574468085107,0.7000000000000001,2.5968992248062017,3.13953488372093,35.68217054263566,31.1937984496124,-0.7
0-1,90,King' s Pawn Opening,black,6,6,True,False,False,14,56,0.4305555555555556,1.0684931506849316,2.044943820224719,2.6853932584269664,25.775280898876403,34.97752808988764,0.32
1-0,55,Larsen's Opening,white,12,12,False,True,False,16,10,1.3142857142857145,3.2307692307692304,2.614678899082569,2.7522935779816518,34.41284403669725,31.81651376146789,1.98
0-1,53,Reti Opening,black,9,9,True,False,False,34,18,0.7166666666666668,0.9545454545454544,2.769230769230769,2.9711538461538463,33.43269230769231,36.53846153846154,-0.46
1-0,70,English Opening,white,8,8,True,False,False,44,4,0.7878787878787878,1.2916666666666667,2.5899280575539567,1.3237410071942446,32.402877697841724,24.07913669064748,0.25
0-1,35,Reti Opening,black,20,20,False,False,False,4,6,0.6764705882352942,0.4130434782608695,2.6029411764705883,2.764705882352941,30.91176470588235,33.13235294117647,-0.36
0-1,57,Benko's Opening,black,13,13,True,False,False,16,16,0.8181818181818181,0.7916666666666667,2.0535714285714284,1.875,27.348214285714285,27.741071428571427,0.42
1-0,129,Alekhine's Defense,white,7,7,False,True,False,30,18,0.6379310344827587,0.7142857142857143,2.280155642023346,1.8832684824902723,28.622568093385212,21.11284046692607,0.43
0-1,57,Queen's Pawn Opening,black,18,18,True,True,False,24,34,1.025,1.1794871794871793,2.75,3.0357142857142856,32.0625,33.74107142857143,0.73
0-1,82,Nimzo-Larsen Attack,black,9,9,True,False,False,32,18,0.5538461538461538,0.7974683544303798,2.438271604938272,3.469135802469136,28.265432098765437,37.70987654320987,-0.97
1-0,84,Nimzo-Indian Defense,white,8,8,False,True,False,18,8,0.5535714285714286,1.6875000000000002,2.62874251497006,2.568862275449102,30.131736526946103,25.520958083832337,-0.09
0-1,48,Indian Defense,black,13,13,True,False,False,0,12,1.2777777777777777,2.083333333333333,2.5106382978723403,2.936170212765957,27.08510638297872,31.93617021276596,-0.2
1-0,63,Ruy López,white,14,14,True,True,False,28,16,1.6857142857142855,0.641025641025641,2.904,1.504,32.472,23.888,4.31
1-0,52,Queen's Pawn Opening,white,6,6,True,True,False,10,6,0.8301886792452831,0.9333333333333332,2.8446601941747574,2.271844660194174,34.786407766990294,30.25242718446602,1.28
1-0,55,Reti Opening,white,7,7,False,True,False,8,16,1.3142857142857145,0.4426229508196721,2.2110091743119265,2.7981651376146788,31.009174311926607,31.3394495412844,0.44
1-0,24,Bird's Opening,white,7,7,False,False,False,10,12,0.4375,2.1333333333333333,3.297872340425532,2.723404255319149,34.723404255319146,35.1063829787234,1.07
1-0,69,King' s Pawn Opening,white,14,14,False,False,False,22,30,4.416666666666667,0.4347826086956521,2.6423357664233578,2.0145985401459856,31.54014598540146,25.248175182481752,1.93
1-0,46,Reti Opening,white,20,20,True,False,False,10,10,0.8064516129032258,1.2307692307692306,2.791208791208791,1.4065934065934067,35.34065934065934,22.736263736263737,0.85
1-0,43,Queen's Pawn Opening,white,5,5,True,False,False,28,16,0.5,0.6388888888888888,3.4823529411764707,2.376470588235294,37.90588235294118,30.71764705882353,0.87
1/2-1/2,160,Larsen's Opening,draw,20,20,True,True,False,16,14,1.7916666666666667,2.625,1.6540880503144657,1.720125786163522,18.92452830188679,19.4622641509434,0.3
0-1,38,Larsen's Opening,black,16,16,False,True,False,12,16,2.636363636363636,3.571428571428571,1.8513513513513515,3.0,25.93243243243243,36.95945945945946,-0.26
1-0,80,English Opening,white,13,13,True,True,True,18,8,0.8055555555555556,0.9411764705882352,2.477987421383648,2.352201257861635,30.37735849056604,21.71069182389937,2.44
1-0,40,Larsen's Opening,white,11,11,False,True,False,8,2,1.5652173913043477,1.1,2.569620253164557,2.392405063291139,35.56962025316456,32.46835443037975,-0.02
1/2-1/2,107,Bird's Opening,draw,8,8,True,False,False,10,12,0.3823529411764706,0.40625,1.9764150943396224,1.490566037735849,23.82547169811321,23.59433962264151,-0.3
1-0,53,King's Gambit,white,10,10,False,False,False,56,14,2.0,0.7199999999999999,3.1333333333333333,1.876190476190476,34.22857142857143,24.590476190476192,-0.42
1/2-1/2,132,Bird's Opening,draw,16,16,True,True,False,16,18,0.6599999999999999,0.2068965517241379,1.714828897338403,2.3840304182509504,20.25855513307985,28.669201520912548,-0.57
1-0,35,Bird's Opening,white,11,11,True,True,True,8,12,0.4130434782608695,0.6857142857142856,3.231884057971014,3.101449275362319,37.391304347826086,34.43478260869565,0.69
1-0,84,Bird's Opening,white,11,11,False,True,False,28,18,0.7678571428571429,2.0370370370370368,2.311377245508982,2.1077844311377247,29.1377245508982,25.25748502994012,-1.35
0-1,29,Italian Game,black,6,6,False,True,False,4,12,2.111111111111111,1.0799999999999998,2.8392857142857144,3.1785714285714284,31.589285714285715,37.21428571428572,-1.25
1-0,61,Bird's Opening,white,14,14,False,True,True,22,14,0.35,1.85,2.4545454545454546,2.28099173553719,30.760330578512395,28.049586776859503,-0.8
0-1,106,Dunst Opening,black,10,10,True,False,False,14,14,0.6323529411764707,0.4444444444444443,2.085714285714286,2.185714285714285,22.547619047619047,31.785714285714285,-0.84
1-0,87,"French, Two Knights Variation",white,7,7,False,True,False,28,16,5.473684210526316,1.1,2.248554913294797,1.9710982658959535,28.60115606936416,24.526011560693643,1.33
0-1,52,English Opening,black,11,11,False,True,False,20,36,0.2985074626865671,0.6285714285714287,2.8823529411764706,2.0980392156862746,34.53921568627451,34.77450980392157,1.98
1-0,54,Reti Opening,white,5,5,True,True,False,32,0,0.8412698412698413,1.34375,3.177570093457944,1.9626168224299063,32.177570093457945,24.16822429906542,-1.56
1-0,63,Queen's Pawn Opening,white,13,13,True,True,False,32,4,2.24,0.5652173913043478,2.432,2.776,33.152,27.176,1.85
1-0,57,Queen's Pawn Opening,white,9,9,False,True,False,28,12,3.0,0.957446808510638,3.017699115044248,2.5929203539823007,35.05309734513274,30.256637168141594,0.41
0-1,83,Benko's Opening,black,17,17,True,False,False,12,26,0.34375,0.4210526315789473,1.951219512195122,2.6280487804878048,27.01219512195122,31.670731707317078,1.21
1-0,36,Dunst Opening,white,16,16,True,True,False,8,24,1.2222222222222223,0.3333333333333333,2.7746478873239435,2.309859154929577,35.929577464788736,35.54929577464789,0.61
1-0,53,English Opening,white,11,11,True,True,False,30,0,0.9655172413793104,0.8679245283018868,2.895238095238095,3.0285714285714285,32.647619047619045,32.74285714285714,-0.14
0-1,70,Reti Opening,black,17,17,False,True,False,4,26,1.4210526315789476,0.4848484848484848,2.355072463768116,2.8115942028985508,23.23913043478261,27.52898550724637,0.18
0-1,33,Bird's Opening,black,9,9,False,True,False,4,16,0.9210526315789472,0.878048780487805,3.25,2.515625,34.6875,37.0,-1.32
1-0,41,Queen's Pawn Opening,white,17,17,True,True,False,18,8,0.8333333333333334,0.7592592592592593,2.8271604938271606,3.432098765432099,38.80246913580247,37.18518518518518,-0.51
1-0,51,Benko's Opening,white,10,10,True,True,False,30,16,0.9782608695652172,0.6,3.267326732673267,2.1485148514851486,36.03960396039604,29.11881188118812,-0.25
0-1,54,English Opening,black,16,16,False,True,False,18,18,0.4035087719298245,0.2962962962962963,2.320754716981132,2.792452830188679,29.047169811320757,34.75471698113208,-0.3
0-1,75,Bird's Opening,black,7,7,True,True,False,10,24,1.5555555555555554,2.075,2.0135135135135136,2.716216216216216,24.75,32.4527027027027,0.75
1-0,35,Dunst Opening,white,10,10,True,True,True,8,16,0.5,1.7500000000000002,2.898550724637681,2.391304347826087,35.05797101449275,30.28985507246377,1.52
0-1,41,Vienna Game,black,8,8,True,True,False,6,32,0.3255813953488372,0.311111111111111,2.1,3.35,33.5875,38.725,0.07
1-0,48,Bird's Opening,white,19,19,True,True,False,24,10,0.8571428571428571,1.3421052631578947,3.136842105263158,2.652631578947368,35.72631578947368,31.88421052631579,0.0
1-0,117,Benko's Opening,white,17,17,True,True,False,18,12,1.607142857142857,1.3333333333333337,2.643776824034335,2.111587982832618,27.61802575107296,24.88412017167382,-0.06
1-0,40,Caro-Kann Defense,white,7,7,True,True,False,8,10,1.4210526315789471,1.9285714285714288,2.9873417721518987,2.4683544303797467,35.63291139240506,33.607594936708864,1.54
1-0,128,"English, Symmetrical Variation",white,13,13,False,False,False,12,16,0.3166666666666666,1.7777777777777777,1.7490196078431373,1.2666666666666666,20.91764705882353,14.454901960784314,0.73
1/2-1/2,175,French Defense,draw,10,10,True,True,False,12,6,0.0937499999999999,0.4462809917355371,1.7650429799426934,1.7851002865329513,20.70773638968481,20.35816618911175,0.17
1-0,50,Larsen's Opening,white,7,7,False,True,False,8,2,1.6521739130434785,1.9047619047619049,2.1818181818181817,1.6363636363636365,31.343434343434343,23.939393939393938,0.32
1-0,43,Benko's Opening,white,18,18,True,False,False,16,14,1.0256410256410258,1.0526315789473686,2.9529411764705884,2.788235294117647,34.09411764705882,35.10588235294118,0.23
0-1,62,Queen's Pawn Opening,black,16,16,True,True,False,14,14,1.5769230769230769,0.8863636363636362,1.8278688524590163,2.3852459016393444,26.66393442622951,30.27868852459016,-0.31
1-0,51,Larsen's Opening,white,14,14,True,True,False,34,12,0.8604651162790697,0.8837209302325582,2.712871287128713,2.613861386138614,34.722772277227726,30.792079207920796,-0.24
1-0,40,"French, Two Knights Variation",white,6,6,False,False,False,4,2,2.0,1.3333333333333333,3.0632911392405062,2.6582278481012658,38.49367088607595,32.20253164556962,0.33
1-0,47,Queen's Indian Defense,white,8,8,True,True,True,12,4,1.3478260869565215,1.875,3.419354838709677,2.7419354838709675,35.774193548387096,33.086021505376344,1.5
0-1,145,Reti Opening,black,9,9,False,False,False,10,14,1.564102564102564,0.1858407079646017,1.6076388888888888,1.8541666666666667,17.15972222222222,24.39930555555556,0.63
1-0,41,Larsen's Opening,white,19,19,True,True,False,40,10,3.2,0.6666666666666666,2.2962962962962963,2.3580246913580245,34.02469135802469,30.11111111111111,-0.32
0-1,44,Italian Game,black,5,5,False,False,False,2,16,0.5555555555555556,2.1764705882352944,2.3488372093023258,2.372093023255814,31.37209302325581,28.906976744186046,0.2
0-1,88,Queen's Pawn Opening,black,7,7,True,True,False,14,22,0.8266666666666665,1.574074074074074,2.413793103448276,3.0172413793103448,26.08620689655172,30.28735632183908,0.98
0-1,64,King' s Pawn Opening,black,18,18,True,False,False,40,30,0.9545454545454544,0.5625000000000001,2.6507936507936507,3.4365079365079363,32.26190476190476,35.65079365079365,-0.04
1-0,55,Reti Opening,white,5,5,True,True,False,28,24,1.7714285714285714,1.146341463414634,2.706422018348624,2.293577981651376,37.944954128440365,32.86238532110092,0.14
1-0,69,Queen's Pawn Opening,white,10,10,False,False,False,6,6,2.958333333333333,1.0666666666666669,2.795620437956204,1.4014598540145986,28.48905109489051,26.956204379562045,0.44
1-0,64,Bird's Opening,white,6,6,True,True,False,30,12,1.32,0.9473684210526316,3.133858267716536,2.3622047244094486,30.37795275590551,26.716535433070867,0.51
0-1,51,Bird's Opening,black,19,19,True,True,False,4,30,0.7777777777777777,1.5333333333333334,1.91,3.1,24.07,33.78,0.07
1-0,124,Larsen's Opening,white,15,15,True,True,True,22,6,0.6250000000000001,0.8703703703703705,2.720647773279352,1.2550607287449391,26.242914979757085,18.866396761133604,-1.43
0-1,47,Bird's Opening,black,16,16,True,False,False,6,14,0.3793103448275862,1.4146341463414631,2.782608695652174,2.5434782608695654,32.67391304347826,32.108695652173914,-0.79
1-0,46,Larsen's Opening,white,5,5,True,True,True,24,6,3.25,0.3823529411764706,2.076923076923077,2.21978021978022,30.81318681318681,28.65934065934066,0.45
1-0,50,Larsen's Opening,white,11,11,False,True,False,12,12,1.44,1.1304347826086956,2.707070707070707,1.7474747474747474,32.73737373737374,23.666666666666668,0.6
0-1,36,Bird's Opening,black,10,10,True,False,False,4,10,1.2580645161290325,0.7837837837837837,2.3714285714285714,3.1142857142857143,29.942857142857143,34.52857142857143,-0.01
1-0,95,Benko's Opening,white,12,12,True,True,True,28,16,1.457142857142857,1.0681818181818183,2.6825396825396823,1.873015873015873,33.2962962962963,25.37037037037037,0.14
0-1,80,Benko's Opening,black,8,8,True,True,True,16,30,0.3617021276595744,2.0526315789473686,2.6202531645569622,2.7721518987341773,29.037974683544306,32.44303797468354,0.46
0-1,17,Bird's Opening,black,13,13,False,False,False,0,10,0.8095238095238094,0.7727272727272727,2.1875,2.65625,31.9375,34.0,-0.4
0-1,41,Larsen's Opening,black,5,5,True,True,True,14,34,0.7096774193548386,1.619047619047619,2.125,2.9375,28.875,37.2375,0.16
0-1,43,Dunst Opening,black,14,14,True,False,False,6,16,1.6956521739130437,0.9047619047619048,2.452380952380953,2.845238095238096,30.13095238095238,34.70238095238095,0.35
1-0,63,Bird's Opening,white,11,11,True,True,False,26,20,1.0833333333333337,2.2727272727272725,2.784,2.704,33.096,34.416,-0.31
1/2-1/2,132,King' s Pawn Opening,draw,8,8,True,False,False,8,16,4.833333333333333,1.090909090909091,1.855513307984791,1.3954372623574145,16.85171102661597,22.581749049429657,1.79
1/2-1/2,129,Bird's Opening,draw,10,10,True,True,False,30,26,0.392156862745098,0.8148148148148149,2.640625,1.5390625,26.5390625,19.1171875,0.57
1-0,33,Benko's Opening,white,8,8,True,False,False,20,4,0.763157894736842,1.0357142857142856,2.6153846153846154,2.9384615384615387,35.12307692307692,35.03076923076923,-0.28
0-1,77,Reti Opening,black,16,16,True,True,False,10,38,0.7313432835820896,0.3076923076923077,1.605263157894737,2.5328947368421053,25.32894736842105,32.598684210526315,0.47
0-1,65,Reti Opening,black,20,20,True,True,False,22,22,3.5500000000000003,0.2567567567567567,2.9453125,3.265625,32.65625,33.765625,0.66
