result,total_moves,opening,winner,white_skill,black_skill,white_castled,black_castled,opposite_side_castle,white_sacrifices,black_sacrifices,w_knight_to_bishop,b_knight_to_bishop,w_center_control,b_center_control,white_piece_activity,black_piece_activity,eval_after_move_15
0-1,43,Benko's Opening,black,12,12,True,True,False,8,2,0.6304347826086958,0.5357142857142857,2.1785714285714284,3.6666666666666665,36.273809523809526,38.11904761904762,-0.16
0-1,41,King' s Pawn Opening,black,16,16,False,True,False,8,22,1.0,0.3703703703703703,2.0875,3.175,32.7875,36.375,-1.06
0-1,44,Bird's Opening,black,16,16,False,True,False,10,28,0.2857142857142857,0.4473684210526316,2.697674418604651,3.255813953488372,36.63953488372093,37.63953488372093,-0.53
0-1,53,Queen's Pawn Opening,black,13,13,True,True,True,8,54,1.0,1.04,2.4038461538461537,3.0673076923076925,29.298076923076923,34.52884615384615,-0.44
0-1,52,Dunst Opening,black,8,8,False,False,False,10,10,0.3199999999999999,0.6851851851851851,2.2450980392156863,3.215686274509804,29.176470588235293,35.03921568627451,-0.75
1-0,59,Benko's Opening,white,13,13,True,True,False,10,8,2.5500000000000003,0.7894736842105263,2.5128205128205128,2.230769230769231,33.042735042735046,26.07692307692308,0.17
1-0,58,Bird's Opening,white,19,19,True,True,False,30,14,0.6037735849056604,0.6315789473684211,3.0434782608695654,1.8695652173913044,36.70434782608696,28.965217391304343,-0.23
1-0,54,King' s Pawn Opening,white,15,15,False,True,False,26,14,0.7258064516129031,0.823529411764706,2.83177570093458,3.1121495327102804,35.55140186915888,29.261682242990656,0.12
0-1,64,Nimzo-Larsen Attack,black,11,11,True,True,False,8,16,1.0769230769230769,0.9423076923076924,2.9682539682539684,2.984126984126984,30.50793650793651,34.53968253968254,0.08
1-0,92,King' s Pawn Opening,white,9,9,False,True,False,32,26,1.0138888888888888,0.6545454545454545,3.1475409836065573,1.73224043715847,34.0655737704918,24.453551912568305,1.28
0-1,83,King' s Pawn Opening,black,7,7,False,True,False,10,32,1.3333333333333333,1.105263157894737,2.067073170731707,2.158536585365854,23.463414634146343,34.09146341463415,0.66
0-1,67,Benko's Opening,black,18,18,True,True,False,12,12,0.8750000000000001,0.6031746031746031,3.2196969696969697,1.856060606060606,33.0,33.42424242424242,-0.39
1-0,70,Benko's Opening,white,18,18,True,False,False,20,10,0.25,1.3214285714285716,2.474820143884892,1.669064748201439,32.798561151079134,24.035971223021583,0.07
1-0,91,Dunst Opening,white,9,9,True,False,True,16,18,2.0,0.4571428571428572,1.718232044198895,1.718232044198895,26.60773480662984,22.502762430939228,0.05
1-0,64,Benko's Opening,white,17,17,True,True,False,32,20,0.8382352941176471,1.8235294117647056,3.220472440944882,2.5196850393700787,35.67716535433071,32.53543307086614,0.5
0-1,87,Benko's Opening,black,12,12,True,True,False,12,20,0.3636363636363636,1.238095238095238,1.994186046511628,2.558139534883721,25.877906976744185,31.232558139534884,0.95
0-1,98,Larsen's Opening,black,11,11,True,False,False,10,12,0.5945945945945946,0.4025974025974026,2.025773195876289,2.6391752577319587,19.61340206185567,28.79381443298969,0.77
1-0,60,Open Sicilian,white,19,19,True,False,False,16,14,0.5714285714285715,0.9642857142857144,2.2436974789915967,2.504201680672269,32.7563025210084,23.613445378151265,0.81
0-1,60,Benko's Opening,black,20,20,True,False,False,18,6,0.8936170212765957,0.3043478260869565,1.5508474576271187,2.7033898305084745,24.79661016949153,34.41525423728814,-2.7
1-0,88,Bird's Opening,white,12,12,True,True,True,32,18,1.3076923076923077,1.6470588235294117,1.8685714285714283,1.502857142857143,27.102857142857143,23.40571428571429,-0.48
1-0,61,Dunst Opening,white,13,13,False,True,False,38,16,0.3703703703703703,0.4651162790697674,3.1818181818181817,1.6859504132231404,37.21487603305785,24.793388429752067,0.0
1-0,73,Queen's Pawn Opening,white,8,8,True,False,False,20,4,1.328358208955224,0.7976190476190477,3.0068965517241377,3.1724137931034484,33.282758620689656,33.86206896551724,0.37
1-0,121,King' s Pawn Opening,white,12,12,False,False,False,28,12,0.1573033707865168,0.4038461538461538,2.112033195020747,1.883817427385892,30.236514522821576,19.17842323651452,1.22
0-1,98,Bird's Opening,black,15,15,True,True,False,18,18,1.0980392156862746,1.025974025974026,2.216494845360825,1.8298969072164948,21.123711340206185,29.39690721649485,0.46
1-0,100,Queen's Pawn Opening,white,19,19,False,False,False,12,10,0.4464285714285714,2.0571428571428574,2.402010050251256,1.9949748743718596,32.608040201005025,28.08040201005025,-0.04
0-1,39,Dunst Opening,black,19,19,False,False,False,12,24,1.148148148148148,0.8157894736842105,2.6842105263157894,2.513157894736842,33.578947368421055,33.89473684210526,0.08
0-1,46,Reti Opening,black,15,15,True,True,False,20,34,1.027027027027027,0.8043478260869565,2.7222222222222223,3.2333333333333334,32.56666666666667,38.4,0.18
0-1,64,Sicilian Defense,black,18,18,False,False,False,8,20,0.6279069767441862,0.5384615384615384,2.1666666666666665,2.531746031746032,24.61904761904762,28.626984126984127,-0.35
1-0,77,Queen's Pawn Opening,white,18,18,False,False,False,28,6,1.6,0.675,2.169934640522876,1.5294117647058822,26.745098039215687,19.69281045751634,4.34
0-1,53,Dunst Opening,black,18,18,True,False,False,20,22,1.3103448275862066,1.175,3.0673076923076925,2.9038461538461537,31.625,33.64423076923077,-0.85
1-0,52,Reti Opening,white,12,12,True,True,False,28,12,0.4423076923076923,0.4339622641509434,3.4757281553398056,2.854368932038835,35.87378640776699,34.76699029126213,-0.69
1-0,83,Bird's Opening,white,5,5,True,False,True,18,12,1.1612903225806452,0.4772727272727273,2.1272727272727274,1.7454545454545454,29.393939393939394,24.01818181818182,3.67
1-0,67,Bird's Opening,white,8,8,False,True,False,22,12,0.3571428571428571,1.5555555555555556,3.3157894736842106,1.7969924812030076,34.34586466165413,22.96992481203008,0.72
1-0,42,Bird's Opening,white,14,14,True,True,False,22,8,1.048780487804878,0.875,2.927710843373494,2.9518072289156625,36.04819277108434,31.602409638554217,-0.35
0-1,76,Benko's Opening,black,17,17,True,False,False,12,30,0.4576271186440678,0.3709677419354839,2.1466666666666665,2.66,22.593333333333334,33.20666666666666,0.14
1-0,51,Alekhine's Defense,white,20,20,True,False,False,42,6,0.6111111111111112,0.6904761904761905,2.5445544554455446,2.3267326732673266,32.10891089108911,24.23762376237624,1.27
1-0,123,King' s Pawn Opening,white,20,20,True,True,False,54,30,1.0416666666666667,0.5806451612903226,2.489795918367347,2.16734693877551,28.55510204081633,24.787755102040816,0.7
1/2-1/2,83,Larsen's Opening,draw,11,11,True,True,False,18,24,1.5348837209302324,0.8378378378378378,3.1341463414634148,1.3109756097560976,27.670731707317078,23.835365853658537,-0.14
0-1,74,Larsen's Opening,black,8,8,False,True,False,6,14,0.7619047619047619,0.1594202898550724,1.6849315068493151,1.917808219178082,19.34246575342466,28.863013698630137,-3.48
0-1,62,Larsen's Opening,black,5,5,True,True,False,12,10,1.018867924528302,0.671875,2.3852459016393444,2.795081967213114,29.918032786885245,34.18032786885246,-0.62
1-0,44,Dunst Opening,white,9,9,False,True,False,26,24,1.3,1.5416666666666667,2.045977011494253,3.3448275862068964,32.57471264367816,36.0,0.01
0-1,61,Bird's Opening,black,14,14,False,False,False,16,12,1.222222222222222,1.4615384615384617,1.05,2.475,26.008333333333333,35.06666666666667,-2.25
1-0,74,Larsen's Opening,white,16,16,True,True,False,12,6,1.2333333333333332,0.6491228070175439,2.6122448979591835,1.8503401360544216,29.632653061224488,23.98639455782313,-0.13
1-0,30,Larsen's Opening,white,5,5,True,True,True,30,0,0.945945945945946,0.9210526315789476,3.067796610169492,2.9661016949152543,38.77966101694916,34.76271186440678,0.2
1-0,57,Bird's Opening,white,17,17,False,True,False,28,18,0.5714285714285714,0.52,2.9734513274336285,1.991150442477876,33.4424778761062,26.26548672566372,-0.94
1-0,54,"English, Agincourt Defense",white,11,11,True,True,False,20,20,0.7446808510638298,0.7714285714285715,2.803738317757009,1.8598130841121496,34.02803738317757,31.19626168224299,0.74
1-0,58,Bird's Opening,white,9,9,True,True,False,12,12,0.8524590163934426,1.3571428571428572,3.2,2.42608695652174,35.99130434782609,30.208695652173912,-0.93
1-0,51,"English, Agincourt Defense",white,18,18,True,True,False,44,8,0.6578947368421053,1.3,2.643564356435644,2.712871287128713,36.0990099009901,29.524752475247524,-0.18
0-1,97,Bird's Opening,black,15,15,True,True,False,18,22,0.2456140350877192,0.4166666666666667,1.4010416666666667,2.71875,18.838541666666668,28.3125,0.89
1-0,48,Reti Opening,white,14,14,True,True,False,16,26,0.46,0.5,3.231578947368421,2.5157894736842104,36.71578947368421,34.02105263157895,0.88
0-1,73,Larsen's Opening,black,18,18,True,False,False,26,18,0.4693877551020409,1.2666666666666666,1.993055555555556,2.076388888888889,24.916666666666668,33.24305555555556,0.35
0-1,47,Dunst Opening,black,7,7,False,True,False,28,34,0.7894736842105263,1.147058823529412,2.847826086956522,2.6739130434782608,31.456521739130437,35.858695652173914,-0.05
0-1,57,Reti Opening,black,20,20,True,False,False,10,12,1.5238095238095235,1.32,2.0535714285714284,2.1785714285714284,28.464285714285715,29.794642857142858,-0.87
0-1,120,Alekhine's Defense,black,17,17,True,True,True,30,20,0.75,1.2439024390243902,1.8361344537815123,2.0126050420168067,24.600840336134453,27.48739495798319,0.44
0-1,67,Queen's Pawn Opening,black,8,8,True,True,True,18,30,0.5599999999999999,6.0,3.0681818181818183,2.712121212121212,32.47727272727273,34.15909090909091,0.23
1-0,106,Bird's Opening,white,14,14,True,True,False,28,14,0.1428571428571428,0.2191780821917808,1.9099526066350712,1.753554502369668,27.26540284360189,19.37914691943128,-0.43
1-0,48,Queen's Pawn Opening,white,18,18,False,True,False,6,10,0.7317073170731707,0.5714285714285714,2.431578947368421,2.3263157894736843,34.67368421052632,31.93684210526316,-0.01
1/2-1/2,171,Bird's Opening,draw,14,14,True,False,False,8,16,0.3571428571428571,0.8965517241379309,1.844117647058824,1.1323529411764706,21.43235294117647,13.235294117647058,-0.82
1/2-1/2,192,Benko's Opening,draw,13,13,False,True,False,8,16,1.1224489795918366,0.3716814159292035,1.6605744125326372,2.1592689295039165,16.783289817232376,25.694516971279374,-0.23
1-0,47,"French, Two Knights Variation",white,20,20,True,False,False,8,2,1.45,0.4285714285714285,2.795698924731183,1.913978494623656,29.9247311827957,26.677419354838708,0.95
1/2-1/2,139,"English, Mikenas-Carls Variation",draw,16,16,True,True,False,28,10,0.2924528301886792,3.3125,2.02536231884058,1.6557971014492754,22.8731884057971,19.03985507246377,-0.26
1-0,74,Reti Opening,white,16,16,True,False,False,14,2,1.5384615384615383,0.3,2.510204081632653,2.061224489795918,30.34013605442177,19.782312925170068,1.03
0-1,79,Benko's Opening,black,16,16,True,True,True,10,16,0.6136363636363636,2.44,1.7884615384615383,2.3141025641025643,22.44871794871795,27.621794871794872,-0.89
0-1,80,Bird's Opening,black,20,20,True,True,False,18,16,1.236842105263158,0.4,1.8544303797468356,2.759493670886076,23.28481012658228,31.17721518987342,-0.09
1-0,40,Bird's Opening,white,14,14,True,False,False,12,0,1.4705882352941175,1.4545454545454544,2.911392405063291,2.721518987341772,35.75949367088607,28.9873417721519,-0.82
1-0,59,English Opening,white,11,11,True,True,True,32,18,0.8676470588235293,0.6612903225806452,3.025641025641025,2.4871794871794872,37.11111111111112,32.888888888888886,0.34
0-1,46,Reti Opening,black,6,6,True,True,False,24,2,0.7567567567567567,1.5,3.0,2.7555555555555555,30.8,33.611111111111114,0.28
0-1,29,English Opening,black,15,15,True,True,False,6,18,1.4,0.6764705882352942,2.5535714285714284,2.267857142857143,35.535714285714285,34.142857142857146,0.62
0-1,144,Bird's Opening,black,13,13,True,True,False,14,16,0.8529411764705881,6.411764705882353,0.916083916083916,1.916083916083916,14.353146853146852,22.944055944055943,0.27
0-1,46,Bird's Opening,black,17,17,True,True,False,32,8,1.4074074074074072,1.7142857142857144,2.611111111111111,2.1444444444444444,36.4,34.388888888888886,-2.24
0-1,42,Bird's Opening,black,5,5,True,True,True,4,20,0.6052631578947368,0.9393939393939394,2.5609756097560976,3.3536585365853657,34.25609756097561,37.26829268292683,-1.28
1-0,22,Queen's Pawn Opening,white,13,13,True,True,False,2,10,0.7333333333333333,1.875,2.697674418604651,2.7674418604651163,34.348837209302324,33.48837209302326,0.86
0-1,34,"Reti, King's Indian Attack",black,14,14,True,True,False,0,22,0.5675675675675675,0.6176470588235294,2.696969696969697,3.015151515151515,32.09090909090909,36.89393939393939,-0.21
1-0,105,Benko's Opening,white,10,10,True,True,False,26,30,0.611764705882353,0.8536585365853658,2.521531100478469,2.1435406698564594,30.41148325358852,29.215311004784688,0.41
1-0,76,Bird's Opening,white,17,17,False,False,False,28,8,0.3604651162790697,1.1935483870967742,2.7152317880794703,1.4437086092715232,32.03973509933775,21.62913907284768,0.57
1-0,55,Bird's Opening,white,9,9,True,True,True,18,30,0.6031746031746031,0.9696969696969696,3.568807339449541,2.9541284403669725,38.27522935779817,33.22018348623853,0.0
0-1,46,Larsen's Opening,black,16,16,True,True,False,8,20,0.4358974358974358,0.9,3.111111111111111,3.1222222222222222,34.422222222222224,37.23333333333333,0.07
1-0,68,Dunst Opening,white,14,14,True,True,True,26,10,0.4035087719298245,0.3962264150943396,3.466666666666667,1.525925925925926,32.0,23.42962962962963,0.56
0-1,56,Bird's Opening,black,16,16,True,True,True,12,30,1.0217391304347825,0.625,2.645454545454545,2.9909090909090907,30.39090909090909,35.5,-0.28
0-1,67,Dunst Opening,black,11,11,True,True,True,26,22,0.8333333333333334,0.3749999999999999,2.6742424242424243,2.606060606060606,30.13636363636364,37.64393939393939,0.45
1-0,89,Queen's Pawn Opening,white,15,15,True,False,False,38,14,1.5,0.6551724137931033,2.790960451977401,2.3446327683615817,32.32203389830509,27.005649717514125,-0.7
1-0,49,Larsen's Opening,white,7,7,True,True,False,14,14,0.9032258064516128,1.08,2.6907216494845363,1.7422680412371134,34.96907216494845,28.53608247422681,0.22
1-0,39,Dunst Opening,white,9,9,False,True,False,4,20,1.5333333333333334,0.4761904761904762,2.792207792207792,2.792207792207792,39.11688311688312,32.90909090909091,-0.3
0-1,42,English Opening,black,15,15,False,False,False,2,24,1.3666666666666667,2.1818181818181817,2.109756097560976,2.8902439024390243,27.52439024390244,32.329268292682926,0.32
1-0,60,English Opening,white,14,14,False,True,False,8,16,0.9552238805970148,0.9285714285714286,3.109243697478992,2.9327731092436973,36.63025210084034,36.09243697478992,0.92
0-1,40,"English, Agincourt Defense",black,11,11,True,True,True,14,14,0.951219512195122,0.6122448979591836,3.3076923076923075,3.051282051282051,35.73076923076923,34.91025641025641,-0.78
0-1,56,Queen's Pawn Opening,black,17,17,True,True,False,18,14,0.5645161290322581,0.6551724137931034,3.0636363636363635,3.2454545454545456,33.64545454545455,32.92727272727273,0.69
0-1,33,Queen's Pawn Opening,black,5,5,True,True,False,8,2,1.5714285714285714,0.8,3.359375,2.703125,38.078125,36.484375,0.13
1-0,74,Reti Opening,white,11,11,True,True,False,8,16,0.2551020408163265,0.9183673469387756,2.959183673469388,2.503401360544218,29.972789115646258,23.816326530612244,1.02
1-0,72,Queen's Pawn Opening,white,15,15,False,True,False,28,14,1.5869565217391304,0.5319148936170214,2.202797202797203,2.230769230769231,34.42657342657343,23.888111888111887,0.93
0-1,58,Benko's Opening,black,12,12,True,False,False,12,30,1.1428571428571428,2.0,2.526315789473684,2.6666666666666665,28.86842105263158,35.2280701754386,0.15
1-0,28,Queen's Pawn Opening,white,14,14,False,True,False,0,10,0.9642857142857144,0.9310344827586208,2.7818181818181817,2.527272727272728,33.27272727272727,34.527272727272724,1.27
1-0,44,Dunst Opening,white,18,18,False,True,False,24,20,1.1666666666666667,0.5,3.689655172413793,2.0,36.60919540229885,26.96551724137931,4.71
1-0,40,Bird's Opening,white,16,16,False,False,False,12,8,0.8888888888888888,1.542857142857143,2.759493670886076,2.5822784810126582,38.30379746835443,32.9746835443038,-1.1
1-0,42,Dunst Opening,white,9,9,True,False,False,14,2,0.2272727272727273,0.2045454545454545,3.1204819277108435,1.927710843373494,33.7710843373494,28.59036144578313,1.57
0-1,34,King' s Pawn Opening,black,5,5,True,False,False,0,22,0.5,0.5666666666666667,2.893939393939394,2.515151515151515,31.954545454545453,35.43939393939394,0.44
1-0,70,Reti Opening,white,12,12,True,False,False,12,14,1.3636363636363638,2.7,2.338129496402878,2.5179856115107917,31.964028776978417,30.66906474820144,1.23
0-1,39,Dunst Opening,black,6,6,True,False,False,10,4,0.3555555555555555,0.36,2.763157894736842,1.947368421052632,32.73684210526316,32.578947368421055,0.2
0-1,59,Benko's Opening,black,15,15,True,True,True,10,14,0.5394736842105263,0.6621621621621622,2.9827586206896552,2.586206896551724,32.6551724137931,35.87931034482759,-1.41
0-1,40,English Opening,black,5,5,True,False,False,10,8,0.4473684210526316,0.3863636363636363,2.6153846153846154,2.8205128205128207,27.26923076923077,33.62820512820513,1.29
1-0,61,English Opening,white,11,11,True,False,False,28,4,0.1951219512195122,0.942857142857143,3.1818181818181817,2.3801652892561984,33.13223140495868,24.479338842975206,0.56
1-0,54,"English, Symmetrical Variation",white,14,14,True,True,False,18,36,1.4210526315789471,0.4909090909090909,3.1869158878504678,2.9065420560747666,34.83177570093458,33.63551401869159,0.96
0-1,46,"English, Symmetrical Variation",black,18,18,True,True,True,6,10,0.5641025641025641,1.681818181818182,2.8222222222222224,2.111111111111111,34.36666666666667,34.21111111111111,-0.27
0-1,64,Queen's Pawn Opening,black,7,7,False,True,False,6,42,0.509090909090909,0.4821428571428572,2.9206349206349205,2.634920634920635,29.936507936507937,33.96031746031746,1.53
0-1,86,"English, Agincourt Defense",black,5,5,True,True,True,26,30,1.761904761904762,0.8928571428571429,1.8705882352941177,2.1882352941176477,21.41764705882353,29.511764705882356,-0.87
